#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2019 04 01 02 42 999 99.0 99.0 99.00 99.00 99.00 999 1013.1  25.1  25.9 999.0 99.0 99.00
2019 04 01 02 48 999 99.0 99.0 99.00 99.00 99.00 999 1013.1  25.4  25.9 999.0 99.0 99.00
2019 04 01 02 54 999 99.0 99.0 99.00 99.00 99.00 999 1013.2  24.9  25.9 999.0 99.0 99.00
2019 04 01 03 00 999 99.0 99.0 99.00 99.00 99.00 999 1013.2  24.9  25.9 999.0 99.0 99.00
2019 04 01 03 06 999 99.0 99.0 99.00 99.00 99.00 999 1013.3  24.9  25.9 999.0 99.0 99.00
2019 04 01 03 12 999 99.0 99.0 99.00 99.00 99.00 999 1013.4  25.0  25.9 999.0 99.0 99.00
2019 04 01 03 18 999 99.0 99.0 99.00 99.00 99.00 999 1013.4  24.7  25.9 999.0 99.0 99.00
2019 04 01 03 24 999 99.0 99.0 99.00 99.00 99.00 999 1013.5  24.4  25.9 999.0 99.0 99.00
2019 04 01 03 30 999 99.0 99.0 99.00 99.00 99.00 999 1013.6  24.5  25.9 999.0 99.0 99.00
2019 04 01 03 36 999 99.0 99.0 99.00 99.00 99.00 999 1013.6  24.6  25.9 999.0 99.0 99.00
2019 04 01 03 42 999 99.0 99.0 99.00 99.00 99.00 999 1013.7  24.7  25.8 999.0 99.0 99.00
2019 04 01 03 48 999 99.0 99.0 99.00 99.00 99.00 999 1013.8  24.5  25.8 999.0 99.0 99.00
2019 04 01 03 54 999 99.0 99.0 99.00 99.00 99.00 999 1013.9  24.6  25.8 999.0 99.0 99.00
2019 04 01 04 00 999 99.0 99.0 99.00 99.00 99.00 999 1014.1  24.7  25.8 999.0 99.0 99.00
2019 04 01 04 06 999 99.0 99.0 99.00 99.00 99.00 999 1014.1  24.6  25.7 999.0 99.0 99.00
2019 04 01 04 12 999 99.0 99.0 99.00 99.00 99.00 999 1014.3  24.6  25.7 999.0 99.0 99.00
2019 04 01 04 18 999 99.0 99.0 99.00 99.00 99.00 999 1014.4  24.6  25.7 999.0 99.0 99.00
2019 04 01 04 24 999 99.0 99.0 99.00 99.00 99.00 999 1014.4  24.6  25.7 999.0 99.0 99.00
2019 04 01 04 30 999 99.0 99.0 99.00 99.00 99.00 999 1014.4  24.6  25.7 999.0 99.0 99.00
2019 04 01 04 36 999 99.0 99.0 99.00 99.00 99.00 999 1014.5  24.6  25.7 999.0 99.0 99.00
2019 04 01 04 42 999 99.0 99.0 99.00 99.00 99.00 999 1014.6  24.5  25.7 999.0 99.0 99.00
2019 04 01 04 48 999 99.0 99.0 99.00 99.00 99.00 999 1014.6  24.5  25.7 999.0 99.0 99.00
2019 04 01 04 54 999 99.0 99.0 99.00 99.00 99.00 999 1014.6  24.5  25.7 999.0 99.0 99.00
2019 04 01 05 00 999 99.0 99.0 99.00 99.00 99.00 999 1014.7  24.5  25.6 999.0 99.0 99.00
2019 04 01 05 06 999 99.0 99.0 99.00 99.00 99.00 999 1014.7  24.4  25.6 999.0 99.0 99.00
2019 04 01 05 12 999 99.0 99.0 99.00 99.00 99.00 999 1014.8  24.2  25.6 999.0 99.0 99.00
2019 04 01 05 18 999 99.0 99.0 99.00 99.00 99.00 999 1014.9  24.3  25.6 999.0 99.0 99.00
2019 04 01 05 24 999 99.0 99.0 99.00 99.00 99.00 999 1015.0  24.3  25.6 999.0 99.0 99.00
2019 04 01 05 30 999 99.0 99.0 99.00 99.00 99.00 999 1015.0  24.3  25.6 999.0 99.0 99.00
2019 04 01 05 36 999 99.0 99.0 99.00 99.00 99.00 999 1015.2  24.5  25.6 999.0 99.0 99.00
2019 04 01 05 42 277  0.8  2.9 99.00 99.00 99.00 999 1015.3  24.3  25.6 999.0 99.0 99.00
2019 04 01 05 48 247  0.4  0.9 99.00 99.00 99.00 999 1015.5  24.2  25.6 999.0 99.0 99.00
2019 04 01 05 54 293  0.7  1.1 99.00 99.00 99.00 999 1015.5  24.1  25.6 999.0 99.0 99.00
2019 04 01 06 00 278  0.9  1.9 99.00 99.00 99.00 999 1015.5  24.1  25.6 999.0 99.0 99.00
2019 04 01 06 06 269  1.0  2.3 99.00 99.00 99.00 999 1015.6  24.0  25.6 999.0 99.0 99.00
2019 04 01 06 12 291  1.0  2.1 99.00 99.00 99.00 999 1015.7  24.0  25.6 999.0 99.0 99.00
2019 04 01 06 18 264  0.5  2.9 99.00 99.00 99.00 999 1015.7  24.0  25.6 999.0 99.0 99.00
2019 04 01 06 24 246  0.6  1.6 99.00 99.00 99.00 999 1015.7  23.8  25.6 999.0 99.0 99.00
2019 04 01 06 30 266  0.8  1.9 99.00 99.00 99.00 999 1015.8  23.8  25.6 999.0 99.0 99.00
2019 04 01 06 36 257  0.4  1.2 99.00 99.00 99.00 999 1015.9  23.7  25.5 999.0 99.0 99.00
2019 04 01 06 42 999 99.0 99.0 99.00 99.00 99.00 999 1015.9  23.7  25.5 999.0 99.0 99.00
2019 04 01 06 48 999 99.0 99.0 99.00 99.00 99.00 999 1016.0  23.6  25.5 999.0 99.0 99.00
2019 04 01 06 54 999 99.0 99.0 99.00 99.00 99.00 999 1015.9  23.2  25.5 999.0 99.0 99.00
2019 04 01 07 00 999 99.0 99.0 99.00 99.00 99.00 999 1015.9  23.2  25.4 999.0 99.0 99.00
2019 04 01 07 06 999 99.0 99.0 99.00 99.00 99.00 999 1015.9  23.1  25.4 999.0 99.0 99.00
2019 04 01 07 12 999 99.0 99.0 99.00 99.00 99.00 999 1016.0  23.2  25.4 999.0 99.0 99.00
2019 04 01 07 18 999 99.0 99.0 99.00 99.00 99.00 999 1016.1  23.0  25.4 999.0 99.0 99.00
2019 04 01 07 24 999 99.0 99.0 99.00 99.00 99.00 999 1016.1  23.3  25.4 999.0 99.0 99.00
2019 04 01 07 30 999 99.0 99.0 99.00 99.00 99.00 999 1016.2  23.1  25.4 999.0 99.0 99.00
2019 04 01 07 36 999 99.0 99.0 99.00 99.00 99.00 999 1016.3  23.1  25.4 999.0 99.0 99.00
2019 04 01 07 42 999 99.0 99.0 99.00 99.00 99.00 999 1016.3  23.1  25.4 999.0 99.0 99.00
2019 04 01 07 48 999 99.0 99.0 99.00 99.00 99.00 999 1016.4  23.5  25.4 999.0 99.0 99.00
2019 04 01 07 54 999 99.0 99.0 99.00 99.00 99.00 999 1016.5  23.7  25.4 999.0 99.0 99.00
2019 04 01 08 00 999 99.0 99.0 99.00 99.00 99.00 999 1016.5  23.9  25.4 999.0 99.0 99.00
2019 04 01 08 06 999 99.0 99.0 99.00 99.00 99.00 999 1016.5  23.8  25.4 999.0 99.0 99.00
2019 04 01 08 12 999 99.0 99.0 99.00 99.00 99.00 999 1016.5  23.7  25.4 999.0 99.0 99.00
2019 04 01 08 18 999 99.0 99.0 99.00 99.00 99.00 999 1016.5  23.4  25.4 999.0 99.0 99.00
2019 04 01 08 24 999 99.0 99.0 99.00 99.00 99.00 999 1016.6  22.9  25.4 999.0 99.0 99.00
2019 04 01 08 30 999 99.0 99.0 99.00 99.00 99.00 999 1016.6  22.6  25.4 999.0 99.0 99.00
2019 04 01 08 36 999 99.0 99.0 99.00 99.00 99.00 999 1016.6  22.5  25.4 999.0 99.0 99.00
2019 04 01 08 42 268  0.7  1.1 99.00 99.00 99.00 999 1016.6  22.4  25.4 999.0 99.0 99.00
2019 04 01 08 48 233  0.6  1.2 99.00 99.00 99.00 999 1016.6  22.2  25.4 999.0 99.0 99.00
2019 04 01 08 54 273  0.5  0.8 99.00 99.00 99.00 999 1016.6  22.0  25.4 999.0 99.0 99.00
2019 04 01 09 00 229  0.7  1.0 99.00 99.00 99.00 999 1016.5  22.0  25.4 999.0 99.0 99.00
2019 04 01 09 06 184  1.0  1.1 99.00 99.00 99.00 999 1016.5  21.9  25.4 999.0 99.0 99.00
2019 04 01 09 12 184  0.7  1.4 99.00 99.00 99.00 999 1016.5  21.9  25.4 999.0 99.0 99.00
2019 04 01 09 18 174  0.8  1.0 99.00 99.00 99.00 999 1016.5  21.8  25.3 999.0 99.0 99.00
2019 04 01 09 24 215  1.2  1.4 99.00 99.00 99.00 999 1016.5  21.4  25.3 999.0 99.0 99.00
2019 04 01 09 30 235  1.1  1.2 99.00 99.00 99.00 999 1016.4  21.4  25.3 999.0 99.0 99.00
2019 04 01 09 36 220  1.1  1.2 99.00 99.00 99.00 999 1016.4  21.2  25.3 999.0 99.0 99.00
2019 04 01 09 42 210  1.2  1.5 99.00 99.00 99.00 999 1016.5  21.2  25.3 999.0 99.0 99.00
2019 04 01 09 48 202  1.1  1.8 99.00 99.00 99.00 999 1016.4  21.4  25.3 999.0 99.0 99.00
2019 04 01 09 54 211  1.3  1.9 99.00 99.00 99.00 999 1016.3  21.3  25.3 999.0 99.0 99.00
2019 04 01 10 00 222  1.0  1.4 99.00 99.00 99.00 999 1016.2  21.3  25.3 999.0 99.0 99.00
2019 04 01 10 06 226  1.0  1.3 99.00 99.00 99.00 999 1016.2  21.4  25.3 999.0 99.0 99.00
2019 04 01 10 12 223  0.9  1.5 99.00 99.00 99.00 999 1016.2  21.4  25.3 999.0 99.0 99.00
2019 04 01 10 18 240  1.0  1.4 99.00 99.00 99.00 999 1016.1  21.3  25.3 999.0 99.0 99.00
2019 04 01 10 24 277  0.9  1.1 99.00 99.00 99.00 999 1016.2  21.2  25.3 999.0 99.0 99.00
2019 04 01 10 30 270  0.3  1.0 99.00 99.00 99.00 999 1016.1  21.2  25.3 999.0 99.0 99.00
2019 04 01 10 36 177  1.1  1.5 99.00 99.00 99.00 999 1016.1  21.4  25.3 999.0 99.0 99.00
2019 04 01 10 42 999 99.0 99.0 99.00 99.00 99.00 999 1016.0  21.3  25.3 999.0 99.0 99.00
2019 04 01 10 48 999 99.0 99.0 99.00 99.00 99.00 999 1015.9  21.2  25.3 999.0 99.0 99.00
2019 04 01 10 54 999 99.0 99.0 99.00 99.00 99.00 999 1015.9  21.2  25.2 999.0 99.0 99.00
2019 04 01 11 00 999 99.0 99.0 99.00 99.00 99.00 999 1015.9  21.1  25.2 999.0 99.0 99.00
2019 04 01 11 06 999 99.0 99.0 99.00 99.00 99.00 999 1015.8  21.0  25.2 999.0 99.0 99.00
2019 04 01 11 12 999 99.0 99.0 99.00 99.00 99.00 999 1015.8  20.7  25.2 999.0 99.0 99.00
2019 04 01 11 18 999 99.0 99.0 99.00 99.00 99.00 999 1015.8  20.6  25.2 999.0 99.0 99.00
2019 04 01 11 24 999 99.0 99.0 99.00 99.00 99.00 999 1015.7  20.7  25.2 999.0 99.0 99.00
2019 04 01 11 30 999 99.0 99.0 99.00 99.00 99.00 999 1015.7  20.6  25.2 999.0 99.0 99.00
2019 04 01 11 36 999 99.0 99.0 99.00 99.00 99.00 999 1015.5  20.5  25.2 999.0 99.0 99.00
2019 04 01 11 42 173  1.1  1.6 99.00 99.00 99.00 999 1015.4  20.7  25.2 999.0 99.0 99.00
2019 04 01 11 48 186  0.9  1.2 99.00 99.00 99.00 999 1015.4  20.7  25.2 999.0 99.0 99.00
2019 04 01 11 54 168  0.6  1.2 99.00 99.00 99.00 999 1015.3  20.6  25.2 999.0 99.0 99.00
2019 04 01 12 00 213  0.7  1.0 99.00 99.00 99.00 999 1015.3  20.3  25.2 999.0 99.0 99.00
2019 04 01 12 06 221  0.7  0.8 99.00 99.00 99.00 999 1015.2  20.5  25.2 999.0 99.0 99.00
2019 04 01 12 12 258  0.7  1.1 99.00 99.00 99.00 999 1015.2  20.5  25.2 999.0 99.0 99.00
2019 04 01 12 18 271  0.5  1.2 99.00 99.00 99.00 999 1015.1  20.6  25.2 999.0 99.0 99.00
2019 04 01 12 24 241  1.0  1.3 99.00 99.00 99.00 999 1015.0  20.7  25.2 999.0 99.0 99.00
2019 04 01 12 30 247  1.1  1.4 99.00 99.00 99.00 999 1015.0  20.4  25.2 999.0 99.0 99.00
2019 04 01 12 36 244  1.2  1.6 99.00 99.00 99.00 999 1015.0  20.4  25.2 999.0 99.0 99.00
2019 04 01 12 42 999 99.0 99.0 99.00 99.00 99.00 999 1014.8  20.4  25.2 999.0 99.0 99.00
2019 04 01 12 48 999 99.0 99.0 99.00 99.00 99.00 999 1014.7  20.3  25.2 999.0 99.0 99.00
2019 04 01 12 54 999 99.0 99.0 99.00 99.00 99.00 999 1014.7  20.5  25.2 999.0 99.0 99.00
2019 04 01 13 00 999 99.0 99.0 99.00 99.00 99.00 999 1014.7  20.5  25.2 999.0 99.0 99.00
2019 04 01 13 06 999 99.0 99.0 99.00 99.00 99.00 999 1014.7  20.2  25.2 999.0 99.0 99.00
2019 04 01 13 12 999 99.0 99.0 99.00 99.00 99.00 999 1014.6  20.1  25.2 999.0 99.0 99.00
2019 04 01 13 18 999 99.0 99.0 99.00 99.00 99.00 999 1014.6  20.2  25.2 999.0 99.0 99.00
2019 04 01 13 24 999 99.0 99.0 99.00 99.00 99.00 999 1014.6  20.2  25.2 999.0 99.0 99.00
2019 04 01 13 30 999 99.0 99.0 99.00 99.00 99.00 999 1014.7  20.4  25.2 999.0 99.0 99.00
2019 04 01 13 36 999 99.0 99.0 99.00 99.00 99.00 999 1014.6  20.3  25.1 999.0 99.0 99.00
2019 04 01 13 42 999 99.0 99.0 99.00 99.00 99.00 999 1014.6  20.3  25.1 999.0 99.0 99.00
2019 04 01 13 48 999 99.0 99.0 99.00 99.00 99.00 999 1014.5  20.3  25.1 999.0 99.0 99.00
2019 04 01 13 54 999 99.0 99.0 99.00 99.00 99.00 999 1014.5  20.0  25.1 999.0 99.0 99.00
2019 04 01 14 00 999 99.0 99.0 99.00 99.00 99.00 999 1014.4  20.0  25.1 999.0 99.0 99.00
2019 04 01 14 06 999 99.0 99.0 99.00 99.00 99.00 999 1014.3  20.3  25.1 999.0 99.0 99.00
2019 04 01 14 12 999 99.0 99.0 99.00 99.00 99.00 999 1014.4  20.3  25.1 999.0 99.0 99.00
2019 04 01 14 18 999 99.0 99.0 99.00 99.00 99.00 999 1014.5  20.2  25.1 999.0 99.0 99.00
2019 04 01 14 24 999 99.0 99.0 99.00 99.00 99.00 999 1014.5  19.9  25.1 999.0 99.0 99.00
2019 04 01 14 30 999 99.0 99.0 99.00 99.00 99.00 999 1014.4  20.3  25.1 999.0 99.0 99.00
2019 04 01 14 36 999 99.0 99.0 99.00 99.00 99.00 999 1014.5  20.3  25.1 999.0 99.0 99.00
2019 04 01 14 42 171  0.5  1.0 99.00 99.00 99.00 999 1014.4  20.2  25.1 999.0 99.0 99.00
2019 04 01 14 48 182  0.3  0.8 99.00 99.00 99.00 999 1014.6  20.3  25.1 999.0 99.0 99.00
2019 04 01 14 54 165  0.7  0.9 99.00 99.00 99.00 999 1014.7  20.3  25.1 999.0 99.0 99.00
2019 04 01 15 00 233  0.5  0.8 99.00 99.00 99.00 999 1014.8  20.3  25.1 999.0 99.0 99.00
2019 04 01 15 06 240  0.7  1.2 99.00 99.00 99.00 999 1014.9  20.2  25.1 999.0 99.0 99.00
2019 04 01 15 12 232  0.8  1.1 99.00 99.00 99.00 999 1014.9  20.3  25.1 999.0 99.0 99.00
2019 04 01 15 18 271  0.6  1.0 99.00 99.00 99.00 999 1015.0  20.2  25.1 999.0 99.0 99.00
2019 04 01 15 24 277  0.0  0.4 99.00 99.00 99.00 999 1015.1  20.2  25.1 999.0 99.0 99.00
2019 04 01 15 30 332  0.4  0.5 99.00 99.00 99.00 999 1015.3  20.3  25.1 999.0 99.0 99.00
2019 04 01 15 36 279  0.6  1.1 99.00 99.00 99.00 999 1015.3  20.3  25.1 999.0 99.0 99.00
2019 04 01 15 42 999 99.0 99.0 99.00 99.00 99.00 999 1015.4  20.4  25.1 999.0 99.0 99.00
2019 04 01 15 48 999 99.0 99.0 99.00 99.00 99.00 999 1015.5  20.4  25.1 999.0 99.0 99.00
2019 04 01 15 54 999 99.0 99.0 99.00 99.00 99.00 999 1015.5  20.2  25.1 999.0 99.0 99.00
2019 04 01 16 00 999 99.0 99.0 99.00 99.00 99.00 999 1015.6  20.2  25.1 999.0 99.0 99.00
2019 04 01 16 06 999 99.0 99.0 99.00 99.00 99.00 999 1015.6  20.0  25.1 999.0 99.0 99.00
2019 04 01 16 12 999 99.0 99.0 99.00 99.00 99.00 999 1015.7  20.1  25.1 999.0 99.0 99.00
2019 04 01 16 18 999 99.0 99.0 99.00 99.00 99.00 999 1015.6  20.1  25.1 999.0 99.0 99.00
2019 04 01 16 24 999 99.0 99.0 99.00 99.00 99.00 999 1015.7  19.9  25.1 999.0 99.0 99.00
2019 04 01 16 30 999 99.0 99.0 99.00 99.00 99.00 999 1015.8  19.8  25.1 999.0 99.0 99.00
2019 04 01 16 36 999 99.0 99.0 99.00 99.00 99.00 999 1015.9  20.0  25.1 999.0 99.0 99.00
2019 04 01 16 42 999 99.0 99.0 99.00 99.00 99.00 999 1016.0  20.1  25.0 999.0 99.0 99.00
2019 04 01 16 48 999 99.0 99.0 99.00 99.00 99.00 999 1016.1  20.1  25.0 999.0 99.0 99.00
2019 04 01 16 54 999 99.0 99.0 99.00 99.00 99.00 999 1016.2  20.4  25.0 999.0 99.0 99.00
2019 04 01 17 00 999 99.0 99.0 99.00 99.00 99.00 999 1016.2  20.6  25.0 999.0 99.0 99.00
2019 04 01 17 06 999 99.0 99.0 99.00 99.00 99.00 999 1016.4  20.5  25.0 999.0 99.0 99.00
2019 04 01 17 12 999 99.0 99.0 99.00 99.00 99.00 999 1016.6  20.6  25.0 999.0 99.0 99.00
2019 04 01 17 18 999 99.0 99.0 99.00 99.00 99.00 999 1016.7  20.8  25.0 999.0 99.0 99.00
2019 04 01 17 24 999 99.0 99.0 99.00 99.00 99.00 999 1016.8  20.9  25.0 999.0 99.0 99.00
2019 04 01 17 30 999 99.0 99.0 99.00 99.00 99.00 999 1016.9  21.3  25.0 999.0 99.0 99.00
2019 04 01 17 36 999 99.0 99.0 99.00 99.00 99.00 999 1016.9  21.6  25.0 999.0 99.0 99.00
2019 04 01 17 42 999 99.0 99.0 99.00 99.00 99.00 999 1016.9  21.8  25.0 999.0 99.0 99.00
2019 04 01 17 48 999 99.0 99.0 99.00 99.00 99.00 999 1016.9  22.8  25.0 999.0 99.0 99.00
2019 04 01 17 54 999 99.0 99.0 99.00 99.00 99.00 999 1017.0  23.5  25.0 999.0 99.0 99.00
2019 04 01 18 00 999 99.0 99.0 99.00 99.00 99.00 999 1017.2  23.6  25.0 999.0 99.0 99.00
2019 04 01 18 06 999 99.0 99.0 99.00 99.00 99.00 999 1017.3  23.7  25.0 999.0 99.0 99.00
2019 04 01 18 12 999 99.0 99.0 99.00 99.00 99.00 999 1017.4  23.8  25.0 999.0 99.0 99.00
2019 04 01 18 18 999 99.0 99.0 99.00 99.00 99.00 999 1017.4  23.7  25.0 999.0 99.0 99.00
2019 04 01 18 24 999 99.0 99.0 99.00 99.00 99.00 999 1017.4  24.6  25.0 999.0 99.0 99.00
2019 04 01 18 30 999 99.0 99.0 99.00 99.00 99.00 999 1017.3  25.4  25.0 999.0 99.0 99.00
2019 04 01 18 36 999 99.0 99.0 99.00 99.00 99.00 999 1017.3  25.3  25.0 999.0 99.0 99.00
2019 04 01 18 42 120  0.7  1.8 99.00 99.00 99.00 999 1017.2  25.4  25.0 999.0 99.0 99.00
2019 04 01 18 48 110  1.2  2.0 99.00 99.00 99.00 999 1017.3  25.3  25.0 999.0 99.0 99.00
2019 04 01 18 54  68  0.9  1.5 99.00 99.00 99.00 999 1017.5  24.6  25.0 999.0 99.0 99.00
2019 04 01 19 00  57  0.6  1.1 99.00 99.00 99.00 999 1017.6  24.2  25.0 999.0 99.0 99.00
2019 04 01 19 06  50  1.4  1.8 99.00 99.00 99.00 999 1017.7  24.0  25.0 999.0 99.0 99.00
2019 04 01 19 12  19  2.0  2.5 99.00 99.00 99.00 999 1017.8  24.0  25.0 999.0 99.0 99.00
2019 04 01 19 18 341  2.4  2.8 99.00 99.00 99.00 999 1017.8  23.8  25.0 999.0 99.0 99.00
2019 04 01 19 24 356  2.7  3.1 99.00 99.00 99.00 999 1017.8  23.6  25.0 999.0 99.0 99.00
2019 04 01 19 30   8  3.3  3.9 99.00 99.00 99.00 999 1017.7  23.5  25.0 999.0 99.0 99.00
2019 04 01 19 36   7  3.5  4.0 99.00 99.00 99.00 999 1017.7  23.4  25.0 999.0 99.0 99.00
2019 04 01 19 42 999 99.0 99.0 99.00 99.00 99.00 999 1017.8  23.2  25.0 999.0 99.0 99.00
2019 04 01 19 48 999 99.0 99.0 99.00 99.00 99.00 999 1018.0  23.3  25.0 999.0 99.0 99.00
2019 04 01 19 54 999 99.0 99.0 99.00 99.00 99.00 999 1018.1  23.3  25.0 999.0 99.0 99.00
2019 04 01 20 00 999 99.0 99.0 99.00 99.00 99.00 999 1018.2  23.4  25.0 999.0 99.0 99.00
2019 04 01 20 06 999 99.0 99.0 99.00 99.00 99.00 999 1018.2  23.5  25.0 999.0 99.0 99.00
2019 04 01 20 12 999 99.0 99.0 99.00 99.00 99.00 999 1018.1  23.3  25.0 999.0 99.0 99.00
2019 04 01 20 18 999 99.0 99.0 99.00 99.00 99.00 999 1018.1  23.5  25.0 999.0 99.0 99.00
2019 04 01 20 24 999 99.0 99.0 99.00 99.00 99.00 999 1018.2  23.4  25.0 999.0 99.0 99.00
2019 04 01 20 30 999 99.0 99.0 99.00 99.00 99.00 999 1018.2  23.4  25.0 999.0 99.0 99.00
2019 04 01 20 36 999 99.0 99.0 99.00 99.00 99.00 999 1018.2  23.5  25.0 999.0 99.0 99.00
2019 04 01 20 42 999 99.0 99.0 99.00 99.00 99.00 999 1018.2  23.9  25.0 999.0 99.0 99.00
2019 04 01 20 48 999 99.0 99.0 99.00 99.00 99.00 999 1018.2  23.8  25.0 999.0 99.0 99.00
2019 04 01 20 54 999 99.0 99.0 99.00 99.00 99.00 999 1018.2  24.0  25.1 999.0 99.0 99.00
2019 04 01 21 00 999 99.0 99.0 99.00 99.00 99.00 999 1018.1  23.9  25.1 999.0 99.0 99.00
2019 04 01 21 06 999 99.0 99.0 99.00 99.00 99.00 999 1018.0  23.8  25.1 999.0 99.0 99.00
2019 04 01 21 12 999 99.0 99.0 99.00 99.00 99.00 999 1018.1  23.9  25.1 999.0 99.0 99.00
2019 04 01 21 18 999 99.0 99.0 99.00 99.00 99.00 999 1018.0  24.0  25.1 999.0 99.0 99.00
2019 04 01 21 24 999 99.0 99.0 99.00 99.00 99.00 999 1017.9  23.9  25.1 999.0 99.0 99.00
2019 04 01 21 30 999 99.0 99.0 99.00 99.00 99.00 999 1018.0  24.2  25.1 999.0 99.0 99.00
2019 04 01 21 36 999 99.0 99.0 99.00 99.00 99.00 999 1018.0  24.4  25.1 999.0 99.0 99.00
2019 04 01 21 42 999 99.0 99.0 99.00 99.00 99.00 999 1018.0  24.1  25.1 999.0 99.0 99.00
2019 04 01 21 48 999 99.0 99.0 99.00 99.00 99.00 999 1018.1  24.2  25.1 999.0 99.0 99.00
2019 04 01 21 54 999 99.0 99.0 99.00 99.00 99.00 999 1018.1  24.0  25.1 999.0 99.0 99.00
2019 04 01 22 00 999 99.0 99.0 99.00 99.00 99.00 999 1018.0  24.2  25.1 999.0 99.0 99.00
2019 04 01 22 06 999 99.0 99.0 99.00 99.00 99.00 999 1018.0  24.3  25.1 999.0 99.0 99.00
2019 04 01 22 12 999 99.0 99.0 99.00 99.00 99.00 999 1018.0  24.3  25.2 999.0 99.0 99.00
2019 04 01 22 18 999 99.0 99.0 99.00 99.00 99.00 999 1017.9  24.1  25.2 999.0 99.0 99.00
2019 04 01 22 24 999 99.0 99.0 99.00 99.00 99.00 999 1017.9  24.2  25.2 999.0 99.0 99.00
2019 04 01 22 30 999 99.0 99.0 99.00 99.00 99.00 999 1017.9  23.9  25.2 999.0 99.0 99.00
2019 04 01 22 36 999 99.0 99.0 99.00 99.00 99.00 999 1018.0  23.9  25.2 999.0 99.0 99.00
2019 04 01 22 42   8  4.5  5.6 99.00 99.00 99.00 999 1017.9  23.8  25.2 999.0 99.0 99.00
2019 04 01 22 48  24  4.8  5.7 99.00 99.00 99.00 999 1017.6  23.8  25.2 999.0 99.0 99.00
