#YY	MM	DD	hh	mm	WDIR	WSPD	GST	WVHT	DPD	APD	MWD	PRES	ATMP	WTMP	DEWP	VIS	PTDY	TIDE	Num
2019	5	20	12	0	80	3.1	4.6	MM	MM	MM	MM	1018.2	25.4	27.3	MM	MM	-1.3	MM	4147
2019	5	20	12	6	80	2.6	4.6	MM	MM	MM	MM	1018.2	25.3	27.3	MM	MM	MM	MM	4146
2019	5	20	12	12	80	2.6	4.6	MM	MM	MM	MM	1018.1	25.4	27.3	MM	MM	MM	MM	4145
2019	5	20	12	18	70	4.1	4.6	MM	MM	MM	MM	1017.9	25.4	27.3	MM	MM	MM	MM	4144
2019	5	20	12	24	90	1.5	4.6	MM	MM	MM	MM	1018	25.3	27.3	MM	MM	MM	MM	4143
2019	5	20	12	30	90	2.1	3.6	MM	MM	MM	MM	1017.8	25.3	27.3	MM	MM	MM	MM	4142
2019	5	20	12	36	80	2.1	3.6	MM	MM	MM	MM	1017.7	25.3	27.3	MM	MM	MM	MM	4141
2019	5	20	12	42	90	1.5	4.1	MM	MM	MM	MM	1017.6	25.3	27.3	MM	MM	MM	MM	4140
2019	5	20	12	48	90	2.1	4.1	MM	MM	MM	MM	1017.5	25.2	27.3	MM	MM	MM	MM	4139
2019	5	20	12	54	90	2.6	4.1	MM	MM	MM	MM	1017.5	25.3	27.3	MM	MM	MM	MM	4138
2019	5	20	13	0	90	2.1	3.6	MM	MM	MM	MM	1017.5	25.3	27.3	MM	MM	-1.6	MM	4137
2019	5	20	13	6	100	2.6	4.6	MM	MM	MM	MM	1017.4	25.4	27.3	MM	MM	MM	MM	4136
2019	5	20	13	12	100	2.1	5.1	MM	MM	MM	MM	1017.4	25.4	27.3	MM	MM	MM	MM	4135
2019	5	20	13	18	90	1.5	3.6	MM	MM	MM	MM	1017.4	25.6	27.3	MM	MM	MM	MM	4134
2019	5	20	13	24	90	2.6	4.6	MM	MM	MM	MM	1017.4	25.2	27.3	MM	MM	MM	MM	4133
2019	5	20	13	30	90	1.5	5.1	MM	MM	MM	MM	1017.3	25.6	27.3	MM	MM	MM	MM	4132
2019	5	20	13	36	100	1.5	4.1	MM	MM	MM	MM	1017.3	25.5	27.3	MM	MM	MM	MM	4131
2019	5	20	13	42	90	1.5	4.6	MM	MM	MM	MM	1017.2	25.4	27.3	MM	MM	MM	MM	4130
2019	5	20	13	48	100	2.6	5.7	MM	MM	MM	MM	1017.1	25.5	27.3	MM	MM	MM	MM	4129
2019	5	20	13	54	100	2.1	5.1	MM	MM	MM	MM	1016.9	25.4	27.3	MM	MM	MM	MM	4128
2019	5	20	14	0	100	1.5	4.1	MM	MM	MM	MM	1016.9	25.5	27.3	MM	MM	-2	MM	4127
2019	5	20	14	6	100	2.1	5.1	MM	MM	MM	MM	1016.9	25.3	27.3	MM	MM	MM	MM	4126
2019	5	20	14	12	90	1.5	3.6	MM	MM	MM	MM	1016.8	25.4	27.3	MM	MM	MM	MM	4125
2019	5	20	14	18	90	2.6	5.7	MM	MM	MM	MM	1016.8	25.3	27.3	MM	MM	MM	MM	4124
2019	5	20	14	24	90	2.6	5.7	MM	MM	MM	MM	1016.8	25.4	27.3	MM	MM	MM	MM	4123
2019	5	20	14	30	100	2.6	6.2	MM	MM	MM	MM	1016.7	25.3	27.3	MM	MM	MM	MM	4122
2019	5	20	14	36	90	2.1	4.6	MM	MM	MM	MM	1016.7	25.3	27.3	MM	MM	MM	MM	4121
2019	5	20	14	42	100	2.1	4.6	MM	MM	MM	MM	1016.8	25.4	27.3	MM	MM	MM	MM	4120
2019	5	20	14	48	90	2.1	4.6	MM	MM	MM	MM	1016.8	25.4	27.3	MM	MM	MM	MM	4119
2019	5	20	14	54	90	1.5	5.7	MM	MM	MM	MM	1016.8	25.4	27.3	MM	MM	MM	MM	4118
2019	5	20	15	0	90	2.6	5.1	MM	MM	MM	MM	1016.8	25.4	27.3	MM	MM	-1.4	MM	4117
2019	5	20	15	6	100	4.1	6.7	MM	MM	MM	MM	1016.9	25.4	27.3	MM	MM	MM	MM	4116
2019	5	20	15	12	100	5.1	7.2	MM	MM	MM	MM	1016.8	25.4	27.3	MM	MM	MM	MM	4115
2019	5	20	15	18	110	4.6	6.7	MM	MM	MM	MM	1016.8	25.3	27.3	MM	MM	MM	MM	4114
2019	5	20	15	24	110	5.1	6.7	MM	MM	MM	MM	1016.8	25.4	27.3	MM	MM	MM	MM	4113
2019	5	20	15	30	110	5.1	7.7	MM	MM	MM	MM	1016.8	25.3	27.3	MM	MM	MM	MM	4112
2019	5	20	15	36	100	3.6	7.2	MM	MM	MM	MM	1016.9	25.4	27.3	MM	MM	MM	MM	4111
2019	5	20	15	42	100	3.6	5.7	MM	MM	MM	MM	1017	25.4	27.3	MM	MM	MM	MM	4110
2019	5	20	15	48	100	4.6	6.7	MM	MM	MM	MM	1017.1	25.1	27.3	MM	MM	MM	MM	4109
2019	5	20	15	54	100	3.1	6.2	MM	MM	MM	MM	1017.1	25.2	27.3	MM	MM	MM	MM	4108
2019	5	20	16	0	90	2.6	5.1	MM	MM	MM	MM	1017.1	25.3	27.3	MM	MM	-0.4	MM	4107
2019	5	20	16	6	90	1.5	6.2	MM	MM	MM	MM	1017.1	25.3	27.3	MM	MM	MM	MM	4106
2019	5	20	16	12	100	2.1	4.6	MM	MM	MM	MM	1017.2	25.4	27.3	MM	MM	MM	MM	4105
2019	5	20	16	18	100	1.5	5.1	MM	MM	MM	MM	1017.3	25.3	27.2	MM	MM	MM	MM	4104
2019	5	20	16	24	100	2.1	4.1	MM	MM	MM	MM	1017.5	25.3	27.2	MM	MM	MM	MM	4103
2019	5	20	16	30	90	1	3.6	MM	MM	MM	MM	1017.6	25.3	27.2	MM	MM	MM	MM	4102
2019	5	20	16	36	100	3.1	5.1	MM	MM	MM	MM	1017.6	25.4	27.2	MM	MM	MM	MM	4101
2019	5	20	16	42	100	3.1	5.7	MM	MM	MM	MM	1017.7	25.8	27.2	MM	MM	MM	MM	4100
2019	5	20	16	48	100	3.1	5.7	MM	MM	MM	MM	1017.7	26.2	27.2	MM	MM	MM	MM	4099
2019	5	20	16	54	100	3.1	5.1	MM	MM	MM	MM	1017.7	26.7	27.2	MM	MM	MM	MM	4098
2019	5	20	17	0	100	2.6	5.1	MM	MM	MM	MM	1017.8	26.5	27.2	MM	MM	0.9	MM	4097
2019	5	20	17	6	90	1.5	4.1	MM	MM	MM	MM	1017.8	26.2	27.2	MM	MM	MM	MM	4096
2019	5	20	17	12	90	1.5	5.1	MM	MM	MM	MM	1017.8	26.4	27.2	MM	MM	MM	MM	4095
2019	5	20	17	18	90	1.5	4.6	MM	MM	MM	MM	1017.8	26.9	27.2	MM	MM	MM	MM	4094
2019	5	20	17	24	100	2.1	4.1	MM	MM	MM	MM	1017.8	27.1	27.2	MM	MM	MM	MM	4093
2019	5	20	17	30	100	4.1	6.2	MM	MM	MM	MM	1017.7	26.5	27.2	MM	MM	MM	MM	4092
2019	5	20	17	36	100	3.1	5.7	MM	MM	MM	MM	1017.7	26.5	27.3	MM	MM	MM	MM	4091
2019	5	20	17	42	100	2.1	5.7	MM	MM	MM	MM	1017.8	26.4	27.3	MM	MM	MM	MM	4090
2019	5	20	17	48	110	3.6	5.1	MM	MM	MM	MM	1017.8	26.8	27.3	MM	MM	MM	MM	4089
2019	5	20	17	54	100	2.1	4.6	MM	MM	MM	MM	1017.8	27.4	27.3	MM	MM	MM	MM	4088
2019	5	20	18	0	90	2.1	4.6	MM	MM	MM	MM	1017.8	27.4	27.3	MM	MM	1	MM	4087
2019	5	20	18	6	100	2.1	3.6	MM	MM	MM	MM	1018	27.2	27.3	MM	MM	MM	MM	4086
2019	5	20	18	12	90	2.1	4.6	MM	MM	MM	MM	1018	27	27.3	MM	MM	MM	MM	4085
2019	5	20	18	18	100	2.6	4.6	MM	MM	MM	MM	1018.1	26.7	27.3	MM	MM	MM	MM	4084
2019	5	20	18	24	100	1	3.1	MM	MM	MM	MM	1018.1	26.3	27.3	MM	MM	MM	MM	4083
2019	5	20	18	30	100	2.6	4.6	MM	MM	MM	MM	1018	26.3	27.3	MM	MM	MM	MM	4082
2019	5	20	18	36	90	3.1	5.7	MM	MM	MM	MM	1017.9	26.1	27.3	MM	MM	MM	MM	4081
2019	5	20	18	42	100	1.5	6.2	MM	MM	MM	MM	1017.8	26.8	27.3	MM	MM	MM	MM	4080
2019	5	20	18	48	90	2.1	5.7	MM	MM	MM	MM	1017.8	27.2	27.3	MM	MM	MM	MM	4079
2019	5	20	18	54	100	2.6	4.6	MM	MM	MM	MM	1017.8	27.5	27.3	MM	MM	MM	MM	4078
2019	5	20	19	0	90	1	5.7	MM	MM	MM	MM	1017.9	27.5	27.3	MM	MM	0.8	MM	4077
2019	5	20	19	6	100	1.5	5.1	MM	MM	MM	MM	1017.9	27.5	27.3	MM	MM	MM	MM	4076
2019	5	20	19	12	100	4.1	5.7	MM	MM	MM	MM	1017.8	27.4	27.3	MM	MM	MM	MM	4075
2019	5	20	19	18	90	2.1	4.1	MM	MM	MM	MM	1017.8	27.4	27.3	MM	MM	MM	MM	4074
2019	5	20	19	24	90	3.6	6.7	MM	MM	MM	MM	1017.8	26.8	27.3	MM	MM	MM	MM	4073
2019	5	20	19	30	80	4.1	6.2	MM	MM	MM	MM	1017.7	27	27.3	MM	MM	MM	MM	4072
2019	5	20	19	36	90	4.1	7.7	MM	MM	MM	MM	1017.8	26.9	27.3	MM	MM	MM	MM	4071
2019	5	20	19	42	90	3.6	8.2	MM	MM	MM	MM	1017.8	26.9	27.3	MM	MM	MM	MM	4070
2019	5	20	19	48	80	3.6	7.2	MM	MM	MM	MM	1017.9	26.7	27.3	MM	MM	MM	MM	4069
2019	5	20	19	54	90	3.1	7.7	MM	MM	MM	MM	1017.8	26.9	27.3	MM	MM	MM	MM	4068
2019	5	20	20	0	80	6.2	7.7	MM	MM	MM	MM	1017.8	26.1	27.3	MM	MM	0	MM	4067
2019	5	20	20	6	90	4.6	7.7	MM	MM	MM	MM	1017.7	26.5	27.3	MM	MM	MM	MM	4066
2019	5	20	20	12	80	6.2	7.7	MM	MM	MM	MM	1017.6	26.5	27.3	MM	MM	MM	MM	4065
2019	5	20	20	18	90	3.6	7.7	MM	MM	MM	MM	1017.5	26.9	27.3	MM	MM	MM	MM	4064
2019	5	20	20	24	90	3.6	9.3	MM	MM	MM	MM	1017.5	26.9	27.3	MM	MM	MM	MM	4063
2019	5	20	20	30	90	2.6	6.7	MM	MM	MM	MM	1017.6	26.5	27.3	MM	MM	MM	MM	4062
2019	5	20	20	36	100	3.6	7.7	MM	MM	MM	MM	1017.5	26.3	27.4	MM	MM	MM	MM	4061
2019	5	20	20	42	90	3.6	6.7	MM	MM	MM	MM	1017.5	26.4	27.4	MM	MM	MM	MM	4060
2019	5	20	20	48	90	2.6	4.6	MM	MM	MM	MM	1017.5	27.6	27.4	MM	MM	MM	MM	4059
2019	5	20	20	54	90	2.6	6.7	MM	MM	MM	MM	1017.5	27.5	27.4	MM	MM	MM	MM	4058
2019	5	20	21	0	90	3.1	5.7	MM	MM	MM	MM	1017.4	27.9	27.4	MM	MM	-0.4	MM	4057
2019	5	20	21	6	90	3.6	6.7	MM	MM	MM	MM	1017.4	27.1	27.4	MM	MM	MM	MM	4056
2019	5	20	21	12	100	2.1	5.1	MM	MM	MM	MM	1017.4	27.4	27.4	MM	MM	MM	MM	4055
2019	5	20	21	18	110	4.1	5.7	MM	MM	MM	MM	1017.4	27.9	27.4	MM	MM	MM	MM	4054
2019	5	20	21	24	100	2.1	5.7	MM	MM	MM	MM	1017.3	28.1	27.4	MM	MM	MM	MM	4053
2019	5	20	21	30	100	2.1	5.1	MM	MM	MM	MM	1017.3	27.8	27.4	MM	MM	MM	MM	4052
2019	5	20	21	36	90	2.1	4.6	MM	MM	MM	MM	1017.2	27.6	27.4	MM	MM	MM	MM	4051
2019	5	20	21	42	100	1.5	4.1	MM	MM	MM	MM	1017.2	27.9	27.5	MM	MM	MM	MM	4050
2019	5	20	21	48	90	4.1	6.2	MM	MM	MM	MM	1017.2	27.1	27.5	MM	MM	MM	MM	4049
2019	5	20	21	54	90	2.1	4.6	MM	MM	MM	MM	1017.1	27.5	27.5	MM	MM	MM	MM	4048
2019	5	20	22	0	100	2.6	5.7	MM	MM	MM	MM	1017.1	27.6	27.5	MM	MM	-0.8	MM	4047
2019	5	20	22	6	90	2.1	6.7	MM	MM	MM	MM	1017.1	27.9	27.5	MM	MM	MM	MM	4046
2019	5	20	22	12	100	4.6	6.7	MM	MM	MM	MM	1017	28.6	27.5	MM	MM	MM	MM	4045
2019	5	20	22	18	100	3.6	7.2	MM	MM	MM	MM	1017	28.6	27.5	MM	MM	MM	MM	4044
2019	5	20	22	24	100	5.1	8.2	MM	MM	MM	MM	1017	28.5	27.5	MM	MM	MM	MM	4043
2019	5	20	22	30	110	5.1	8.2	MM	MM	MM	MM	1017	28.7	27.5	MM	MM	MM	MM	4042
2019	5	20	22	36	100	3.1	7.2	MM	MM	MM	MM	1017	28.6	27.5	MM	MM	MM	MM	4041
2019	5	20	22	42	110	5.1	7.2	MM	MM	MM	MM	1016.9	28.8	27.5	MM	MM	MM	MM	4040
2019	5	20	22	48	110	5.1	6.7	MM	MM	MM	MM	1016.9	28.8	27.5	MM	MM	MM	MM	4039
2019	5	20	22	54	100	3.6	6.2	MM	MM	MM	MM	1016.8	28.4	27.6	MM	MM	MM	MM	4038
2019	5	20	23	0	110	5.7	7.2	MM	MM	MM	MM	1016.8	28.7	27.6	MM	MM	-1	MM	4037
2019	5	20	23	6	110	5.7	7.7	MM	MM	MM	MM	1016.7	28.8	27.6	MM	MM	MM	MM	4036
2019	5	20	23	12	100	2.6	6.7	MM	MM	MM	MM	1016.7	28.4	27.6	MM	MM	MM	MM	4035
2019	5	20	23	18	100	3.1	6.2	MM	MM	MM	MM	1016.7	27.7	27.6	MM	MM	MM	MM	4034
2019	5	20	23	24	90	2.6	5.7	MM	MM	MM	MM	1016.7	27.9	27.6	MM	MM	MM	MM	4033
2019	5	20	23	30	90	2.6	4.6	MM	MM	MM	MM	1016.6	27.6	27.6	MM	MM	MM	MM	4032
2019	5	20	23	36	90	2.6	6.7	MM	MM	MM	MM	1016.5	27.6	27.6	MM	MM	MM	MM	4031
2019	5	20	23	42	90	2.6	4.6	MM	MM	MM	MM	1016.5	28	27.6	MM	MM	MM	MM	4030
2019	5	20	23	48	100	2.6	6.7	MM	MM	MM	MM	1016.5	28.1	27.6	MM	MM	MM	MM	4029
2019	5	20	23	54	90	2.6	5.1	MM	MM	MM	MM	1016.5	27.9	27.6	MM	MM	MM	MM	4028
2019	5	21	0	0	90	2.6	6.2	MM	MM	MM	MM	1016.5	27.9	27.6	MM	MM	-0.9	MM	4027
2019	5	21	0	6	100	3.1	5.7	MM	MM	MM	MM	1016.5	27.8	27.6	MM	MM	MM	MM	4026
2019	5	21	0	12	100	2.6	5.1	MM	MM	MM	MM	1016.4	27.8	27.6	MM	MM	MM	MM	4025
2019	5	21	0	18	100	3.6	5.7	MM	MM	MM	MM	1016.4	28.2	27.7	MM	MM	MM	MM	4024
2019	5	21	0	24	100	2.6	6.7	MM	MM	MM	MM	1016.3	27.9	27.7	MM	MM	MM	MM	4023
2019	5	21	0	30	100	5.1	6.7	MM	MM	MM	MM	1016.2	27.9	27.7	MM	MM	MM	MM	4022
2019	5	21	0	36	100	3.1	6.7	MM	MM	MM	MM	1016.1	27.8	27.7	MM	MM	MM	MM	4021
2019	5	21	0	42	90	2.6	4.6	MM	MM	MM	MM	1016.1	27.3	27.7	MM	MM	MM	MM	4020
2019	5	21	0	48	100	3.1	5.7	MM	MM	MM	MM	1016.1	27.3	27.7	MM	MM	MM	MM	4019
2019	5	21	0	54	100	2.6	7.2	MM	MM	MM	MM	1016	27	27.7	MM	MM	MM	MM	4018
2019	5	21	1	0	90	2.1	7.2	MM	MM	MM	MM	1016	27.2	27.7	MM	MM	-1.1	MM	4017
2019	5	21	1	6	90	2.6	4.6	MM	MM	MM	MM	1016	27.1	27.7	MM	MM	MM	MM	4016
2019	5	21	1	12	100	2.1	4.6	MM	MM	MM	MM	1016	27.3	27.7	MM	MM	MM	MM	4015
2019	5	21	1	18	100	2.6	5.7	MM	MM	MM	MM	1016	27.1	27.7	MM	MM	MM	MM	4014
2019	5	21	1	24	110	4.6	6.2	MM	MM	MM	MM	1015.9	27	27.7	MM	MM	MM	MM	4013
2019	5	21	1	30	100	2.6	6.2	MM	MM	MM	MM	1015.8	27.2	27.7	MM	MM	MM	MM	4012
2019	5	21	1	36	100	4.1	6.2	MM	MM	MM	MM	1015.8	27.1	27.7	MM	MM	MM	MM	4011
2019	5	21	1	42	100	3.6	5.7	MM	MM	MM	MM	1015.8	26.9	27.7	MM	MM	MM	MM	4010
2019	5	21	1	48	90	2.6	4.1	MM	MM	MM	MM	1015.8	26.6	27.6	MM	MM	MM	MM	4009
2019	5	21	1	54	110	4.6	6.7	MM	MM	MM	MM	1015.8	26.8	27.6	MM	MM	MM	MM	4008
2019	5	21	2	0	90	2.6	7.2	MM	MM	MM	MM	1015.7	27.1	27.6	MM	MM	-1.1	MM	4007
2019	5	21	2	6	100	2.6	4.6	MM	MM	MM	MM	1015.6	26.8	27.6	MM	MM	MM	MM	4006
2019	5	21	2	12	100	2.1	5.1	MM	MM	MM	MM	1015.6	26.8	27.6	MM	MM	MM	MM	4005
2019	5	21	2	18	100	4.1	6.7	MM	MM	MM	MM	1015.6	26.9	27.5	MM	MM	MM	MM	4004
2019	5	21	2	24	90	2.6	5.7	MM	MM	MM	MM	1015.6	26.6	27.5	MM	MM	MM	MM	4003
2019	5	21	2	30	90	2.1	5.1	MM	MM	MM	MM	1015.5	27	27.5	MM	MM	MM	MM	4002
2019	5	21	2	36	100	3.6	6.2	MM	MM	MM	MM	1015.4	27.5	27.5	MM	MM	MM	MM	4001
2019	5	21	2	42	100	3.1	7.7	MM	MM	MM	MM	1015.5	27.1	27.5	MM	MM	MM	MM	4000
2019	5	21	2	48	100	3.6	7.2	MM	MM	MM	MM	1015.5	26.9	27.5	MM	MM	MM	MM	3999
2019	5	21	2	54	100	3.1	6.7	MM	MM	MM	MM	1015.5	26.9	27.5	MM	MM	MM	MM	3998
2019	5	21	3	0	100	4.1	6.7	MM	MM	MM	MM	1015.6	26.7	27.5	MM	MM	-0.9	MM	3997
2019	5	21	3	6	100	3.1	5.1	MM	MM	MM	MM	1015.6	26.6	27.5	MM	MM	MM	MM	3996
2019	5	21	3	12	100	2.6	5.7	MM	MM	MM	MM	1015.7	26.8	27.5	MM	MM	MM	MM	3995
2019	5	21	3	18	90	2.1	5.1	MM	MM	MM	MM	1015.7	26.6	27.5	MM	MM	MM	MM	3994
2019	5	21	3	24	100	3.6	5.1	MM	MM	MM	MM	1015.7	26.6	27.5	MM	MM	MM	MM	3993
2019	5	21	3	30	110	5.7	7.2	MM	MM	MM	MM	1015.7	26.5	27.5	MM	MM	MM	MM	3992
2019	5	21	3	36	90	2.6	6.2	MM	MM	MM	MM	1015.7	26.3	27.5	MM	MM	MM	MM	3991
2019	5	21	3	42	100	3.1	5.1	MM	MM	MM	MM	1015.8	26.5	27.5	MM	MM	MM	MM	3990
2019	5	21	3	48	100	3.1	6.2	MM	MM	MM	MM	1015.8	26.5	27.5	MM	MM	MM	MM	3989
2019	5	21	3	54	100	3.1	6.7	MM	MM	MM	MM	1015.8	26.3	27.5	MM	MM	MM	MM	3988
2019	5	21	4	0	110	3.6	7.2	MM	MM	MM	MM	1015.7	26.5	27.5	MM	MM	-0.3	MM	3987
2019	5	21	4	6	100	2.1	4.6	MM	MM	MM	MM	1015.8	26.3	27.5	MM	MM	MM	MM	3986
2019	5	21	4	12	100	2.1	4.6	MM	MM	MM	MM	1015.8	26.1	27.5	MM	MM	MM	MM	3985
2019	5	21	4	18	90	2.1	6.2	MM	MM	MM	MM	1015.8	26.1	27.5	MM	MM	MM	MM	3984
2019	5	21	4	24	110	5.1	6.2	MM	MM	MM	MM	1015.8	26.2	27.5	MM	MM	MM	MM	3983
2019	5	21	4	30	110	4.1	6.2	MM	MM	MM	MM	1015.9	26.2	27.5	MM	MM	MM	MM	3982
2019	5	21	4	36	110	4.6	6.2	MM	MM	MM	MM	1015.9	26.2	27.5	MM	MM	MM	MM	3981
2019	5	21	4	42	100	2.1	5.7	MM	MM	MM	MM	1016	26.2	27.5	MM	MM	MM	MM	3980
2019	5	21	4	48	100	3.1	5.7	MM	MM	MM	MM	1016	26.1	27.5	MM	MM	MM	MM	3979
2019	5	21	4	54	110	5.1	6.2	MM	MM	MM	MM	1016.2	26	27.5	MM	MM	MM	MM	3978
2019	5	21	5	0	110	4.1	5.7	MM	MM	MM	MM	1016.3	25.9	27.5	MM	MM	0.6	MM	3977
2019	5	21	5	6	90	1.5	4.6	MM	MM	MM	MM	1016.2	25.9	27.5	MM	MM	MM	MM	3976
2019	5	21	5	12	100	2.1	3.6	MM	MM	MM	MM	1016.3	25.8	27.5	MM	MM	MM	MM	3975
2019	5	21	5	18	90	1.5	4.1	MM	MM	MM	MM	1016.3	25.7	27.5	MM	MM	MM	MM	3974
2019	5	21	5	24	90	1.5	3.1	MM	MM	MM	MM	1016.4	25.9	27.5	MM	MM	MM	MM	3973
2019	5	21	5	30	90	2.1	4.1	MM	MM	MM	MM	1016.5	25.8	27.5	MM	MM	MM	MM	3972
2019	5	21	5	36	90	2.1	3.1	MM	MM	MM	MM	1016.6	25.8	27.5	MM	MM	MM	MM	3971
2019	5	21	5	42	100	2.1	4.1	MM	MM	MM	MM	1016.7	25.9	27.4	MM	MM	MM	MM	3970
2019	5	21	5	48	100	1.5	3.1	MM	MM	MM	MM	1016.8	25.8	27.4	MM	MM	MM	MM	3969
2019	5	21	5	54	90	2.1	4.6	MM	MM	MM	MM	1016.9	25.8	27.4	MM	MM	MM	MM	3968
2019	5	21	6	0	90	2.1	4.1	MM	MM	MM	MM	1016.9	25.7	27.4	MM	MM	1.3	MM	3967
2019	5	21	6	6	90	2.1	4.6	MM	MM	MM	MM	1017	25.8	27.4	MM	MM	MM	MM	3966
2019	5	21	6	12	100	1	3.6	MM	MM	MM	MM	1017	25.8	27.4	MM	MM	MM	MM	3965
2019	5	21	6	18	90	2.6	5.1	MM	MM	MM	MM	1017	25.6	27.4	MM	MM	MM	MM	3964
2019	5	21	6	24	100	1.5	4.6	MM	MM	MM	MM	1017.1	25.9	27.4	MM	MM	MM	MM	3963
2019	5	21	6	30	80	3.1	4.6	MM	MM	MM	MM	1017.1	25.7	27.4	MM	MM	MM	MM	3962
2019	5	21	6	36	80	3.6	4.6	MM	MM	MM	MM	1017.2	25.7	27.4	MM	MM	MM	MM	3961
2019	5	21	6	42	90	1	2.6	MM	MM	MM	MM	1017.2	25.8	27.4	MM	MM	MM	MM	3960
2019	5	21	6	48	80	2.1	4.1	MM	MM	MM	MM	1017.2	25.6	27.4	MM	MM	MM	MM	3959
2019	5	21	6	54	80	2.6	4.1	MM	MM	MM	MM	1017.3	25.7	27.4	MM	MM	MM	MM	3958
2019	5	21	7	0	90	1.5	3.6	MM	MM	MM	MM	1017.3	26	27.4	MM	MM	1.6	MM	3957
2019	5	21	7	6	80	2.6	3.6	MM	MM	MM	MM	1017.4	25.7	27.4	MM	MM	MM	MM	3956
2019	5	21	7	12	80	2.1	4.1	MM	MM	MM	MM	1017.4	25.8	27.4	MM	MM	MM	MM	3955
2019	5	21	7	18	80	2.6	3.6	MM	MM	MM	MM	1017.4	25.7	27.4	MM	MM	MM	MM	3954
2019	5	21	7	24	60	2.1	3.6	MM	MM	MM	MM	1017.5	25.8	27.4	MM	MM	MM	MM	3953
2019	5	21	7	30	60	2.1	3.1	MM	MM	MM	MM	1017.5	25.7	27.4	MM	MM	MM	MM	3952
2019	5	21	7	36	70	2.1	3.1	MM	MM	MM	MM	1017.5	25.7	27.4	MM	MM	MM	MM	3951
2019	5	21	7	42	90	0.5	2.6	MM	MM	MM	MM	1017.5	25.9	27.4	MM	MM	MM	MM	3950
2019	5	21	7	48	80	1	1.5	MM	MM	MM	MM	1017.5	25.6	27.4	MM	MM	MM	MM	3949
2019	5	21	7	54	100	0.5	1.5	MM	MM	MM	MM	1017.5	25.6	27.4	MM	MM	MM	MM	3948
2019	5	21	8	0	140	0.5	1	MM	MM	MM	MM	1017.5	25.6	27.4	MM	MM	1.2	MM	3947
2019	5	21	8	6	200	1	1	MM	MM	MM	MM	1017.6	25.1	27.4	MM	MM	MM	MM	3946
2019	5	21	8	12	190	1	1.5	MM	MM	MM	MM	1017.6	25	27.4	MM	MM	MM	MM	3945
2019	5	21	8	18	MM	0	2.1	MM	MM	MM	MM	1017.6	25.1	27.4	MM	MM	MM	MM	3944
2019	5	21	8	24	230	0.5	1	MM	MM	MM	MM	1017.7	24.9	27.4	MM	MM	MM	MM	3943
2019	5	21	8	30	MM	0	1	MM	MM	MM	MM	1017.7	24.9	27.4	MM	MM	MM	MM	3942
2019	5	21	8	36	MM	0	0.5	MM	MM	MM	MM	1017.7	24.9	27.4	MM	MM	MM	MM	3941
2019	5	21	8	42	260	1	1.5	MM	MM	MM	MM	1017.7	24.7	27.4	MM	MM	MM	MM	3940
2019	5	21	8	48	240	0.5	1.5	MM	MM	MM	MM	1017.7	24.7	27.4	MM	MM	MM	MM	3939
2019	5	21	8	54	230	0.5	1.5	MM	MM	MM	MM	1017.7	24.7	27.4	MM	MM	MM	MM	3938
2019	5	21	9	0	MM	0	1	MM	MM	MM	MM	1017.6	24.7	27.4	MM	MM	0.7	MM	3937
2019	5	21	9	6	190	0.5	1	MM	MM	MM	MM	1017.6	24.8	27.4	MM	MM	MM	MM	3936
2019	5	21	9	12	200	0.5	1	MM	MM	MM	MM	1017.6	24.5	27.4	MM	MM	MM	MM	3935
2019	5	21	9	18	MM	0	0.5	MM	MM	MM	MM	1017.7	24.4	27.4	MM	MM	MM	MM	3934
2019	5	21	9	24	190	1	2.1	MM	MM	MM	MM	1017.7	24.4	27.4	MM	MM	MM	MM	3933
2019	5	21	9	30	170	1	1.5	MM	MM	MM	MM	1017.6	24.2	27.4	MM	MM	MM	MM	3932
2019	5	21	9	36	MM	0	1	MM	MM	MM	MM	1017.6	24.1	27.4	MM	MM	MM	MM	3931
2019	5	21	9	42	MM	0	0.5	MM	MM	MM	MM	1017.6	24	27.5	MM	MM	MM	MM	3930
2019	5	21	9	48	MM	0	0.5	MM	MM	MM	MM	1017.6	23.9	27.5	MM	MM	MM	MM	3929
2019	5	21	9	54	240	1	1.5	MM	MM	MM	MM	1017.6	23.7	27.5	MM	MM	MM	MM	3928
2019	5	21	10	0	250	1	1.5	MM	MM	MM	MM	1017.5	23.7	27.5	MM	MM	0	MM	3927
2019	5	21	10	6	210	0.5	2.1	MM	MM	MM	MM	1017.4	23.6	27.5	MM	MM	MM	MM	3926
2019	5	21	10	12	250	1	2.1	MM	MM	MM	MM	1017.4	23.5	27.5	MM	MM	MM	MM	3925
2019	5	21	10	18	240	1	1.5	MM	MM	MM	MM	1017.3	23.5	27.5	MM	MM	MM	MM	3924
2019	5	21	10	24	MM	0	1	MM	MM	MM	MM	1017.3	23.7	27.5	MM	MM	MM	MM	3923
2019	5	21	10	30	190	1	1	MM	MM	MM	MM	1017.2	23.6	27.5	MM	MM	MM	MM	3922
2019	5	21	10	36	MM	0	1	MM	MM	MM	MM	1017.2	23.5	27.5	MM	MM	MM	MM	3921
2019	5	21	10	42	MM	0	0.5	MM	MM	MM	MM	1017.1	23.4	27.5	MM	MM	MM	MM	3920
2019	5	21	10	48	180	0.5	1	MM	MM	MM	MM	1017.1	23.5	27.5	MM	MM	MM	MM	3919
