#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2019 02 04 04 54  70  5.4  6.7 99.00 99.00 99.00 999 1014.1  22.7  23.3 999.0 99.0 99.00
2019 02 04 05 00  74  4.8  6.4 99.00 99.00 99.00 999 1014.1  22.7  23.3 999.0 99.0 99.00
2019 02 04 05 06  64  4.1  6.0 99.00 99.00 99.00 999 1014.2  22.8  23.3 999.0 99.0 99.00
2019 02 04 05 12  67  4.4  6.1 99.00 99.00 99.00 999 1014.3  22.6  23.3 999.0 99.0 99.00
2019 02 04 05 18  69  4.6  6.0 99.00 99.00 99.00 999 1014.4  22.7  23.3 999.0 99.0 99.00
2019 02 04 05 24  72  4.7  5.7 99.00 99.00 99.00 999 1014.5  22.5  23.3 999.0 99.0 99.00
2019 02 04 05 30  72  4.1  5.8 99.00 99.00 99.00 999 1014.6  22.7  23.3 999.0 99.0 99.00
2019 02 04 05 36  72  3.7  5.6 99.00 99.00 99.00 999 1014.7  22.7  23.3 999.0 99.0 99.00
2019 02 04 05 42  74  4.2  6.1 99.00 99.00 99.00 999 1014.8  22.6  23.3 999.0 99.0 99.00
2019 02 04 05 48  54  4.3  5.8 99.00 99.00 99.00 999 1014.8  22.7  23.3 999.0 99.0 99.00
2019 02 04 05 54  52  5.8  6.9 99.00 99.00 99.00 999 1014.9  22.5  23.3 999.0 99.0 99.00
2019 02 04 06 00  48  5.4  7.3 99.00 99.00 99.00 999 1014.9  22.4  23.3 999.0 99.0 99.00
2019 02 04 06 06  60  5.8  7.3 99.00 99.00 99.00 999 1015.0  22.4  23.3 999.0 99.0 99.00
2019 02 04 06 12  66  5.5  6.9 99.00 99.00 99.00 999 1015.1  22.5  23.3 999.0 99.0 99.00
2019 02 04 06 18  71  4.4  5.7 99.00 99.00 99.00 999 1015.1  22.5  23.3 999.0 99.0 99.00
2019 02 04 06 24  74  4.1  6.6 99.00 99.00 99.00 999 1015.1  22.2  23.3 999.0 99.0 99.00
2019 02 04 06 30  78  4.4  6.4 99.00 99.00 99.00 999 1015.2  22.0  23.2 999.0 99.0 99.00
2019 02 04 06 36  79  4.2  5.9 99.00 99.00 99.00 999 1015.1  22.0  23.2 999.0 99.0 99.00
2019 02 04 06 42  82  3.8  5.4 99.00 99.00 99.00 999 1015.1  22.2  23.2 999.0 99.0 99.00
2019 02 04 06 48  82  3.0  5.7 99.00 99.00 99.00 999 1015.1  22.3  23.2 999.0 99.0 99.00
2019 02 04 06 54  57  4.6  6.0 99.00 99.00 99.00 999 1015.2  22.5  23.2 999.0 99.0 99.00
2019 02 04 07 00  64  5.1  6.7 99.00 99.00 99.00 999 1015.3  22.6  23.2 999.0 99.0 99.00
2019 02 04 07 06  53  4.3  6.2 99.00 99.00 99.00 999 1015.3  22.6  23.2 999.0 99.0 99.00
2019 02 04 07 12  57  4.9  6.6 99.00 99.00 99.00 999 1015.3  22.6  23.2 999.0 99.0 99.00
2019 02 04 07 18  64  4.0  6.1 99.00 99.00 99.00 999 1015.3  22.5  23.2 999.0 99.0 99.00
2019 02 04 07 24  59  4.8  6.4 99.00 99.00 99.00 999 1015.2  22.6  23.2 999.0 99.0 99.00
2019 02 04 07 30  69  4.3  5.9 99.00 99.00 99.00 999 1015.3  22.6  23.2 999.0 99.0 99.00
2019 02 04 07 36  60  4.3  5.9 99.00 99.00 99.00 999 1015.3  22.6  23.2 999.0 99.0 99.00
2019 02 04 07 42  66  4.3  5.7 99.00 99.00 99.00 999 1015.3  22.7  23.2 999.0 99.0 99.00
2019 02 04 07 48  58  4.9  6.0 99.00 99.00 99.00 999 1015.3  22.7  23.2 999.0 99.0 99.00
2019 02 04 07 54  54  5.5  6.7 99.00 99.00 99.00 999 1015.3  22.5  23.2 999.0 99.0 99.00
2019 02 04 08 00  61  5.6  6.8 99.00 99.00 99.00 999 1015.3  22.5  23.2 999.0 99.0 99.00
2019 02 04 08 06  66  5.0  6.4 99.00 99.00 99.00 999 1015.3  22.6  23.2 999.0 99.0 99.00
2019 02 04 08 12  71  5.8  6.5 99.00 99.00 99.00 999 1015.2  22.5  23.2 999.0 99.0 99.00
2019 02 04 08 18  68  4.9  6.7 99.00 99.00 99.00 999 1015.2  22.5  23.1 999.0 99.0 99.00
2019 02 04 08 24  62  5.3  7.4 99.00 99.00 99.00 999 1015.2  22.6  23.1 999.0 99.0 99.00
2019 02 04 08 30  64  5.6  7.1 99.00 99.00 99.00 999 1015.3  22.5  23.2 999.0 99.0 99.00
2019 02 04 08 36  65  5.0  6.6 99.00 99.00 99.00 999 1015.3  22.5  23.2 999.0 99.0 99.00
2019 02 04 08 42  70  5.0  6.0 99.00 99.00 99.00 999 1015.4  22.5  23.2 999.0 99.0 99.00
2019 02 04 08 48  60  4.4  6.5 99.00 99.00 99.00 999 1015.4  22.6  23.2 999.0 99.0 99.00
2019 02 04 08 54  69  4.6  6.1 99.00 99.00 99.00 999 1015.4  22.5  23.2 999.0 99.0 99.00
2019 02 04 09 00  74  5.2  6.5 99.00 99.00 99.00 999 1015.4  22.5  23.2 999.0 99.0 99.00
2019 02 04 09 06  62  4.4  6.7 99.00 99.00 99.00 999 1015.4  22.6  23.2 999.0 99.0 99.00
2019 02 04 09 12  60  4.8  6.5 99.00 99.00 99.00 999 1015.3  22.6  23.2 999.0 99.0 99.00
2019 02 04 09 18  59  5.0  6.1 99.00 99.00 99.00 999 1015.4  22.6  23.2 999.0 99.0 99.00
2019 02 04 09 24  55  5.3  6.2 99.00 99.00 99.00 999 1015.4  22.5  23.2 999.0 99.0 99.00
2019 02 04 09 30  53  5.5  6.7 99.00 99.00 99.00 999 1015.4  22.5  23.2 999.0 99.0 99.00
2019 02 04 09 36  55  4.5  6.2 99.00 99.00 99.00 999 1015.4  22.6  23.2 999.0 99.0 99.00
2019 02 04 09 42  54  4.5  6.3 99.00 99.00 99.00 999 1015.5  22.6  23.2 999.0 99.0 99.00
2019 02 04 09 48  53  5.1  6.1 99.00 99.00 99.00 999 1015.4  22.5  23.2 999.0 99.0 99.00
2019 02 04 09 54  71  4.6  6.2 99.00 99.00 99.00 999 1015.4  22.7  23.2 999.0 99.0 99.00
2019 02 04 10 00  70  4.7  6.1 99.00 99.00 99.00 999 1015.3  22.6  23.2 999.0 99.0 99.00
2019 02 04 10 06  71  4.6  5.7 99.00 99.00 99.00 999 1015.3  22.7  23.2 999.0 99.0 99.00
2019 02 04 10 12  64  3.9  5.1 99.00 99.00 99.00 999 1015.3  22.5  23.2 999.0 99.0 99.00
2019 02 04 10 18  75  4.6  5.6 99.00 99.00 99.00 999 1015.3  22.6  23.2 999.0 99.0 99.00
2019 02 04 10 24  68  4.2  6.1 99.00 99.00 99.00 999 1015.2  22.6  23.2 999.0 99.0 99.00
2019 02 04 10 30  74  4.0  5.2 99.00 99.00 99.00 999 1015.1  22.6  23.2 999.0 99.0 99.00
2019 02 04 10 36  79  3.9  5.1 99.00 99.00 99.00 999 1015.0  22.5  23.2 999.0 99.0 99.00
2019 02 04 10 42  63  4.4  5.3 99.00 99.00 99.00 999 1015.0  22.7  23.2 999.0 99.0 99.00
2019 02 04 10 48  51  6.6  8.2 99.00 99.00 99.00 999 1014.9  22.3  23.2 999.0 99.0 99.00
2019 02 04 10 54  55  5.3  7.7 99.00 99.00 99.00 999 1014.9  22.1  23.2 999.0 99.0 99.00
2019 02 04 11 00  55  5.5  6.5 99.00 99.00 99.00 999 1014.9  22.0  23.2 999.0 99.0 99.00
2019 02 04 11 06  57  4.6  6.6 99.00 99.00 99.00 999 1014.9  22.1  23.2 999.0 99.0 99.00
2019 02 04 11 12  55  5.5  6.6 99.00 99.00 99.00 999 1014.9  21.9  23.2 999.0 99.0 99.00
2019 02 04 11 18  56  5.3  6.9 99.00 99.00 99.00 999 1014.9  21.8  23.2 999.0 99.0 99.00
2019 02 04 11 24  57  5.7  7.2 99.00 99.00 99.00 999 1014.9  21.8  23.2 999.0 99.0 99.00
2019 02 04 11 30  47  5.0  6.8 99.00 99.00 99.00 999 1014.9  21.8  23.2 999.0 99.0 99.00
2019 02 04 11 36  50  4.6  6.1 99.00 99.00 99.00 999 1014.9  21.8  23.2 999.0 99.0 99.00
2019 02 04 11 42  46  4.0  6.3 99.00 99.00 99.00 999 1014.8  22.0  23.2 999.0 99.0 99.00
2019 02 04 11 48  42  4.0  5.0 99.00 99.00 99.00 999 1014.8  22.0  23.2 999.0 99.0 99.00
2019 02 04 11 54  39  3.5  4.3 99.00 99.00 99.00 999 1014.7  22.0  23.2 999.0 99.0 99.00
2019 02 04 12 00 999 99.0 99.0 99.00 99.00 99.00 999 1014.6 999.0  23.2 999.0 99.0 99.00
2019 02 04 12 06  60  2.9  3.8 99.00 99.00 99.00 999 1014.5  21.9  23.2 999.0 99.0 99.00
2019 02 04 12 12  67  3.6  4.2 99.00 99.00 99.00 999 1014.4  22.0  23.2 999.0 99.0 99.00
2019 02 04 12 18  70  3.0  4.3 99.00 99.00 99.00 999 1014.3  21.9  23.2 999.0 99.0 99.00
2019 02 04 12 24  68  4.2  5.2 99.00 99.00 99.00 999 1014.3  22.0  23.2 999.0 99.0 99.00
2019 02 04 12 30  59  3.1  4.8 99.00 99.00 99.00 999 1014.2  21.9  23.2 999.0 99.0 99.00
2019 02 04 12 36  61  3.9  5.4 99.00 99.00 99.00 999 1014.1  21.6  23.2 999.0 99.0 99.00
2019 02 04 12 42  56  2.7  4.1 99.00 99.00 99.00 999 1014.1  21.5  23.2 999.0 99.0 99.00
2019 02 04 12 48  57  2.2  3.0 99.00 99.00 99.00 999 1014.0  21.4  23.2 999.0 99.0 99.00
2019 02 04 12 54  41  1.8  2.8 99.00 99.00 99.00 999 1014.0  21.5  23.2 999.0 99.0 99.00
2019 02 04 13 00  52  2.2  2.9 99.00 99.00 99.00 999 1014.0  21.4  23.2 999.0 99.0 99.00
2019 02 04 13 06  61  2.1  3.3 99.00 99.00 99.00 999 1013.9  21.6  23.2 999.0 99.0 99.00
2019 02 04 13 12  62  2.5  3.2 99.00 99.00 99.00 999 1013.9  21.7  23.2 999.0 99.0 99.00
2019 02 04 13 18  52  2.1  3.2 99.00 99.00 99.00 999 1014.0  21.7  23.2 999.0 99.0 99.00
2019 02 04 13 24  71  2.2  3.1 99.00 99.00 99.00 999 1013.9  21.7  23.2 999.0 99.0 99.00
2019 02 04 13 30  67  3.6  4.5 99.00 99.00 99.00 999 1014.0  22.0  23.2 999.0 99.0 99.00
2019 02 04 13 36  68  3.3  4.4 99.00 99.00 99.00 999 1013.9  21.7  23.2 999.0 99.0 99.00
2019 02 04 13 42  48  3.1  4.4 99.00 99.00 99.00 999 1013.9  21.8  23.2 999.0 99.0 99.00
2019 02 04 13 48  54  3.9  4.6 99.00 99.00 99.00 999 1013.9  21.8  23.2 999.0 99.0 99.00
2019 02 04 13 54  58  3.2  4.9 99.00 99.00 99.00 999 1013.8  21.8  23.2 999.0 99.0 99.00
2019 02 04 14 00  55  3.2  4.3 99.00 99.00 99.00 999 1013.8  22.0  23.2 999.0 99.0 99.00
2019 02 04 14 06  67  3.1  4.2 99.00 99.00 99.00 999 1013.9  22.1  23.2 999.0 99.0 99.00
2019 02 04 14 12  44  3.6  5.1 99.00 99.00 99.00 999 1013.8  22.1  23.2 999.0 99.0 99.00
2019 02 04 14 18  49  4.0  5.5 99.00 99.00 99.00 999 1013.8  22.1  23.2 999.0 99.0 99.00
2019 02 04 14 24  50  5.4  6.5 99.00 99.00 99.00 999 1013.8  21.9  23.2 999.0 99.0 99.00
2019 02 04 14 30  55  4.7  5.5 99.00 99.00 99.00 999 1013.8  21.8  23.2 999.0 99.0 99.00
2019 02 04 14 36  52  4.4  6.1 99.00 99.00 99.00 999 1013.8  22.0  23.2 999.0 99.0 99.00
2019 02 04 14 42  55  4.9  6.0 99.00 99.00 99.00 999 1013.8  22.1  23.2 999.0 99.0 99.00
2019 02 04 14 48  49  4.5  5.8 99.00 99.00 99.00 999 1013.8  21.9  23.2 999.0 99.0 99.00
2019 02 04 14 54  53  4.4  5.4 99.00 99.00 99.00 999 1013.8  22.0  23.2 999.0 99.0 99.00
2019 02 04 15 00  57  4.9  5.9 99.00 99.00 99.00 999 1013.9  21.8  23.2 999.0 99.0 99.00
2019 02 04 15 06  63  4.2  5.5 99.00 99.00 99.00 999 1014.0  21.8  23.2 999.0 99.0 99.00
2019 02 04 15 12  60  3.1  4.4 99.00 99.00 99.00 999 1014.0  21.6  23.2 999.0 99.0 99.00
2019 02 04 15 18  67  3.5  4.7 99.00 99.00 99.00 999 1014.1  21.9  23.2 999.0 99.0 99.00
2019 02 04 15 24  68  4.2  5.2 99.00 99.00 99.00 999 1014.1  21.8  23.2 999.0 99.0 99.00
2019 02 04 15 30  71  4.0  4.9 99.00 99.00 99.00 999 1014.1  21.6  23.2 999.0 99.0 99.00
2019 02 04 15 36  73  5.3  6.2 99.00 99.00 99.00 999 1014.1  21.6  23.2 999.0 99.0 99.00
2019 02 04 15 42  80  3.5  5.4 99.00 99.00 99.00 999 1014.2  21.5  23.2 999.0 99.0 99.00
2019 02 04 15 48  73  4.2  4.9 99.00 99.00 99.00 999 1014.2  21.7  23.2 999.0 99.0 99.00
2019 02 04 15 54  83  1.6  4.4 99.00 99.00 99.00 999 1014.2  21.6  23.2 999.0 99.0 99.00
2019 02 04 16 00  75  2.4  3.4 99.00 99.00 99.00 999 1014.2  21.4  23.2 999.0 99.0 99.00
2019 02 04 16 06  78  1.6  3.1 99.00 99.00 99.00 999 1014.3  21.6  23.2 999.0 99.0 99.00
2019 02 04 16 12  69  1.5  2.7 99.00 99.00 99.00 999 1014.4  21.5  23.1 999.0 99.0 99.00
2019 02 04 16 18  78  1.2  2.3 99.00 99.00 99.00 999 1014.4  21.6  23.1 999.0 99.0 99.00
2019 02 04 16 24  87  1.2  2.4 99.00 99.00 99.00 999 1014.5  21.7  23.1 999.0 99.0 99.00
2019 02 04 16 30  87  0.8  1.5 99.00 99.00 99.00 999 1014.6  21.6  23.1 999.0 99.0 99.00
2019 02 04 16 36  39  1.3  2.2 99.00 99.00 99.00 999 1014.6  21.7  23.1 999.0 99.0 99.00
2019 02 04 16 42  57  1.9  3.4 99.00 99.00 99.00 999 1014.7  21.7  23.1 999.0 99.0 99.00
2019 02 04 16 48  47  1.0  1.7 99.00 99.00 99.00 999 1014.8  21.4  23.1 999.0 99.0 99.00
2019 02 04 16 54  47  1.3  2.3 99.00 99.00 99.00 999 1014.8  21.4  23.1 999.0 99.0 99.00
2019 02 04 17 00  44  1.4  2.1 99.00 99.00 99.00 999 1014.9  21.7  23.1 999.0 99.0 99.00
2019 02 04 17 06  56  2.4  4.0 99.00 99.00 99.00 999 1015.0  22.0  23.1 999.0 99.0 99.00
2019 02 04 17 12  54  2.9  3.3 99.00 99.00 99.00 999 1015.0  21.9  23.1 999.0 99.0 99.00
2019 02 04 17 18  52  3.7  8.5 99.00 99.00 99.00 999 1014.9  22.2  23.0 999.0 99.0 99.00
2019 02 04 17 24  51  2.2  3.5 99.00 99.00 99.00 999 1014.9  22.2  23.0 999.0 99.0 99.00
2019 02 04 17 30  53  2.7  3.5 99.00 99.00 99.00 999 1015.0  22.2  23.0 999.0 99.0 99.00
2019 02 04 17 36  33  3.7  4.6 99.00 99.00 99.00 999 1015.0  22.3  23.0 999.0 99.0 99.00
2019 02 04 17 42  53  4.2  5.8 99.00 99.00 99.00 999 1015.1  22.3  23.0 999.0 99.0 99.00
2019 02 04 17 48  42  5.2  6.1 99.00 99.00 99.00 999 1015.2  22.2  23.0 999.0 99.0 99.00
2019 02 04 17 54  42  3.9  5.0 99.00 99.00 99.00 999 1015.3  22.2  23.0 999.0 99.0 99.00
2019 02 04 18 00  55  3.2  5.1 99.00 99.00 99.00 999 1015.4  22.2  23.0 999.0 99.0 99.00
2019 02 04 18 06  62  3.2  4.3 99.00 99.00 99.00 999 1015.5  22.2  23.0 999.0 99.0 99.00
2019 02 04 18 12  61  3.9  5.3 99.00 99.00 99.00 999 1015.5  22.4  22.9 999.0 99.0 99.00
2019 02 04 18 18  62  3.9  5.0 99.00 99.00 99.00 999 1015.6  22.5  22.9 999.0 99.0 99.00
2019 02 04 18 24  51  3.4  4.3 99.00 99.00 99.00 999 1015.6  22.4  22.9 999.0 99.0 99.00
2019 02 04 18 30  48  4.8  5.5 99.00 99.00 99.00 999 1015.7  22.6  22.9 999.0 99.0 99.00
2019 02 04 18 36  52  4.0  4.9 99.00 99.00 99.00 999 1015.7  22.8  23.0 999.0 99.0 99.00
2019 02 04 18 42  46  3.9  5.4 99.00 99.00 99.00 999 1015.8  22.6  23.0 999.0 99.0 99.00
2019 02 04 18 48  50  4.7  5.4 99.00 99.00 99.00 999 1015.8  22.4  23.0 999.0 99.0 99.00
2019 02 04 18 54  46  4.6  6.2 99.00 99.00 99.00 999 1015.8  22.3  23.0 999.0 99.0 99.00
2019 02 04 19 00  53  5.8  6.8 99.00 99.00 99.00 999 1015.8  22.4  23.0 999.0 99.0 99.00
2019 02 04 19 06  44  5.2  7.4 99.00 99.00 99.00 999 1015.9  22.6  23.0 999.0 99.0 99.00
2019 02 04 19 12  43  6.1  7.4 99.00 99.00 99.00 999 1016.0  22.2  23.0 999.0 99.0 99.00
2019 02 04 19 18  42  6.4  7.9 99.00 99.00 99.00 999 1016.1  21.9  23.0 999.0 99.0 99.00
2019 02 04 19 24  74  6.8  9.2 99.00 99.00 99.00 999 1016.2  21.0  23.0 999.0 99.0 99.00
2019 02 04 19 30  49  4.2  7.8 99.00 99.00 99.00 999 1016.2  20.9  23.0 999.0 99.0 99.00
2019 02 04 19 36  25  3.9  5.2 99.00 99.00 99.00 999 1016.2  20.9  23.0 999.0 99.0 99.00
2019 02 04 19 42   6  3.1  4.2 99.00 99.00 99.00 999 1016.3  21.2  23.0 999.0 99.0 99.00
2019 02 04 19 48 341  1.9  4.3 99.00 99.00 99.00 999 1016.3  21.0  23.0 999.0 99.0 99.00
2019 02 04 19 54  16  0.7  1.7 99.00 99.00 99.00 999 1016.3  20.9  23.0 999.0 99.0 99.00
2019 02 04 20 00 312  1.3  1.9 99.00 99.00 99.00 999 1016.2  21.4  23.0 999.0 99.0 99.00
2019 02 04 20 06 346  1.8  2.2 99.00 99.00 99.00 999 1016.2  21.4  23.0 999.0 99.0 99.00
2019 02 04 20 12  51  3.8  4.9 99.00 99.00 99.00 999 1016.3  21.9  23.0 999.0 99.0 99.00
2019 02 04 20 18  60  4.9  5.6 99.00 99.00 99.00 999 1016.3  22.3  23.0 999.0 99.0 99.00
2019 02 04 20 24  64  5.5  6.6 99.00 99.00 99.00 999 1016.3  22.4  23.0 999.0 99.0 99.00
2019 02 04 20 30  48  5.2  6.5 99.00 99.00 99.00 999 1016.3  22.8  23.0 999.0 99.0 99.00
2019 02 04 20 36  65  5.1  6.8 99.00 99.00 99.00 999 1016.3  22.7  23.0 999.0 99.0 99.00
2019 02 04 20 42  56  6.0  7.5 99.00 99.00 99.00 999 1016.3  22.6  23.0 999.0 99.0 99.00
2019 02 04 20 48  74  6.0  7.2 99.00 99.00 99.00 999 1016.3  22.8  23.1 999.0 99.0 99.00
2019 02 04 20 54  61  5.5  6.9 99.00 99.00 99.00 999 1016.3  22.7  23.1 999.0 99.0 99.00
2019 02 04 21 00  53  5.6  7.5 99.00 99.00 99.00 999 1016.2  22.7  23.1 999.0 99.0 99.00
2019 02 04 21 06  43  5.1  6.5 99.00 99.00 99.00 999 1016.2  22.7  23.1 999.0 99.0 99.00
2019 02 04 21 12  42  4.4  5.9 99.00 99.00 99.00 999 1016.1  22.9  23.1 999.0 99.0 99.00
2019 02 04 21 18  59  5.1  6.2 99.00 99.00 99.00 999 1016.1  22.9  23.1 999.0 99.0 99.00
2019 02 04 21 24  69  4.8  6.4 99.00 99.00 99.00 999 1016.0  22.9  23.1 999.0 99.0 99.00
2019 02 04 21 30  55  4.4  5.8 99.00 99.00 99.00 999 1015.9  23.1  23.1 999.0 99.0 99.00
2019 02 04 21 36  70  5.2  6.5 99.00 99.00 99.00 999 1015.9  23.0  23.1 999.0 99.0 99.00
2019 02 04 21 42  60  4.6  6.4 99.00 99.00 99.00 999 1015.8  23.0  23.1 999.0 99.0 99.00
2019 02 04 21 48  58  5.1  7.4 99.00 99.00 99.00 999 1015.7  23.2  23.1 999.0 99.0 99.00
2019 02 04 21 54  43  4.7  6.7 99.00 99.00 99.00 999 1015.7  23.1  23.1 999.0 99.0 99.00
2019 02 04 22 00  56  5.6  6.9 99.00 99.00 99.00 999 1015.6  23.2  23.1 999.0 99.0 99.00
2019 02 04 22 06  39  4.7  6.3 99.00 99.00 99.00 999 1015.6  22.9  23.1 999.0 99.0 99.00
2019 02 04 22 12  36  4.6  5.5 99.00 99.00 99.00 999 1015.5  22.9  23.1 999.0 99.0 99.00
2019 02 04 22 18  35  4.7  6.1 99.00 99.00 99.00 999 1015.4  22.7  23.2 999.0 99.0 99.00
2019 02 04 22 24  51  3.9  6.4 99.00 99.00 99.00 999 1015.3  23.1  23.2 999.0 99.0 99.00
2019 02 04 22 30  44  4.7  6.3 99.00 99.00 99.00 999 1015.3  23.2  23.2 999.0 99.0 99.00
2019 02 04 22 36  47  3.4  5.2 99.00 99.00 99.00 999 1015.2  23.2  23.3 999.0 99.0 99.00
2019 02 04 22 42  35  4.2  6.2 99.00 99.00 99.00 999 1015.1  23.0  23.4 999.0 99.0 99.00
2019 02 04 22 48  30  4.5  5.7 99.00 99.00 99.00 999 1015.0  22.7  23.4 999.0 99.0 99.00
2019 02 04 22 54  31  4.6  5.6 99.00 99.00 99.00 999 1014.9  23.1  23.4 999.0 99.0 99.00
2019 02 04 23 00  71  8.0  9.3 99.00 99.00 99.00 999 1014.8  22.5  23.4 999.0 99.0 99.00
2019 02 04 23 06  83  5.0  9.1 99.00 99.00 99.00 999 1014.8  21.7  23.5 999.0 99.0 99.00
2019 02 04 23 12  89  1.8  5.2 99.00 99.00 99.00 999 1014.8  21.8  23.5 999.0 99.0 99.00
2019 02 04 23 18  58  3.1  4.2 99.00 99.00 99.00 999 1014.7  22.2  23.5 999.0 99.0 99.00
2019 02 04 23 24  41  3.0  4.1 99.00 99.00 99.00 999 1014.6  22.4  23.5 999.0 99.0 99.00
2019 02 04 23 30  59  4.0  4.9 99.00 99.00 99.00 999 1014.5  22.7  23.5 999.0 99.0 99.00
2019 02 04 23 36  49  3.9  4.9 99.00 99.00 99.00 999 1014.4  22.7  23.5 999.0 99.0 99.00
2019 02 04 23 42  59  4.7  6.2 99.00 99.00 99.00 999 1014.3  22.4  23.5 999.0 99.0 99.00
2019 02 04 23 48  70  5.4  7.1 99.00 99.00 99.00 999 1014.2  22.4  23.5 999.0 99.0 99.00
2019 02 04 23 54  73  6.3  7.6 99.00 99.00 99.00 999 1014.1  22.6  23.5 999.0 99.0 99.00
2019 02 05 00 00  63  5.9  7.5 99.00 99.00 99.00 999 1014.1  22.6  23.5 999.0 99.0 99.00
2019 02 05 00 06  71  6.2  6.8 99.00 99.00 99.00 999 1014.0  22.5  23.5 999.0 99.0 99.00
2019 02 05 00 12  57  5.0  7.0 99.00 99.00 99.00 999 1013.9  23.0  23.5 999.0 99.0 99.00
2019 02 05 00 18  69  5.5  7.0 99.00 99.00 99.00 999 1013.8  22.9  23.5 999.0 99.0 99.00
2019 02 05 00 24  61  4.8  6.6 99.00 99.00 99.00 999 1013.8  22.8  23.5 999.0 99.0 99.00
2019 02 05 00 30  68  5.3  6.3 99.00 99.00 99.00 999 1013.7  22.6  23.5 999.0 99.0 99.00
2019 02 05 00 36  69  5.9  6.9 99.00 99.00 99.00 999 1013.7  22.4  23.5 999.0 99.0 99.00
2019 02 05 00 42  69  5.9  7.2 99.00 99.00 99.00 999 1013.7  22.4  23.5 999.0 99.0 99.00
2019 02 05 00 48  64  4.5  6.6 99.00 99.00 99.00 999 1013.7  22.7  23.5 999.0 99.0 99.00
2019 02 05 00 54  97  3.0  5.9 99.00 99.00 99.00 999 1013.7  23.0  23.5 999.0 99.0 99.00
2019 02 05 01 00  74  6.0  7.7 99.00 99.00 99.00 999 1013.7  22.0  23.5 999.0 99.0 99.00
2019 02 05 01 06  65  4.6  6.2 99.00 99.00 99.00 999 1013.8  21.6  23.5 999.0 99.0 99.00
2019 02 05 01 12 101  1.2  5.7 99.00 99.00 99.00 999 1013.7  21.4  23.5 999.0 99.0 99.00
2019 02 05 01 18 133  1.7  2.9 99.00 99.00 99.00 999 1013.7  21.4  23.5 999.0 99.0 99.00
2019 02 05 01 24  92  3.4  6.4 99.00 99.00 99.00 999 1013.8  20.8  23.5 999.0 99.0 99.00
2019 02 05 01 30  84  2.8  6.3 99.00 99.00 99.00 999 1013.8  20.2  23.5 999.0 99.0 99.00
2019 02 05 01 36  76  2.7  4.6 99.00 99.00 99.00 999 1013.8  20.0  23.5 999.0 99.0 99.00
2019 02 05 01 42  84  2.0  4.8 99.00 99.00 99.00 999 1013.6  20.6  23.5 999.0 99.0 99.00
2019 02 05 01 48  75  4.0  5.5 99.00 99.00 99.00 999 1013.6  21.5  23.5 999.0 99.0 99.00
2019 02 05 01 54  63  6.4  7.5 99.00 99.00 99.00 999 1013.5  21.9  23.4 999.0 99.0 99.00
2019 02 05 02 00  56  6.6  8.0 99.00 99.00 99.00 999 1013.5  21.6  23.4 999.0 99.0 99.00
2019 02 05 02 06  41  6.3  7.8 99.00 99.00 99.00 999 1013.5  21.9  23.4 999.0 99.0 99.00
2019 02 05 02 12  37  6.5  8.5 99.00 99.00 99.00 999 1013.5  22.2  23.4 999.0 99.0 99.00
2019 02 05 02 18  53  5.1  6.6 99.00 99.00 99.00 999 1013.6  22.5  23.4 999.0 99.0 99.00
2019 02 05 02 24  60  4.3  5.9 99.00 99.00 99.00 999 1013.6  22.5  23.4 999.0 99.0 99.00
2019 02 05 02 30  67  4.5  5.9 99.00 99.00 99.00 999 1013.7  22.4  23.4 999.0 99.0 99.00
2019 02 05 02 36  60  3.5  5.6 99.00 99.00 99.00 999 1013.7  22.6  23.4 999.0 99.0 99.00
2019 02 05 02 42  44  4.8  6.0 99.00 99.00 99.00 999 1013.6  22.4  23.4 999.0 99.0 99.00
2019 02 05 02 48  45  5.3  6.8 99.00 99.00 99.00 999 1013.6  22.6  23.4 999.0 99.0 99.00
2019 02 05 02 54  41  6.0  6.7 99.00 99.00 99.00 999 1013.6  22.4  23.4 999.0 99.0 99.00
2019 02 05 03 00  43  6.0  8.1 99.00 99.00 99.00 999 1013.7  22.4  23.4 999.0 99.0 99.00
2019 02 05 03 06  46  5.5  7.0 99.00 99.00 99.00 999 1013.7  22.4  23.4 999.0 99.0 99.00
2019 02 05 03 12  48  5.3  6.9 99.00 99.00 99.00 999 1013.8  22.5  23.4 999.0 99.0 99.00
2019 02 05 03 18  53  4.2  5.9 99.00 99.00 99.00 999 1013.9  22.5  23.4 999.0 99.0 99.00
2019 02 05 03 24  52  5.8  6.9 99.00 99.00 99.00 999 1013.9  22.5  23.4 999.0 99.0 99.00
2019 02 05 03 30  40  6.4  7.6 99.00 99.00 99.00 999 1013.9  22.5  23.4 999.0 99.0 99.00
2019 02 05 03 36  32  6.6  8.5 99.00 99.00 99.00 999 1013.9  22.1  23.4 999.0 99.0 99.00
2019 02 05 03 42  42  6.6  7.7 99.00 99.00 99.00 999 1014.0  22.2  23.4 999.0 99.0 99.00
2019 02 05 03 48  39  5.5  7.3 99.00 99.00 99.00 999 1014.1  22.2  23.4 999.0 99.0 99.00
2019 02 05 03 54  45  6.3  7.4 99.00 99.00 99.00 999 1014.1  22.2  23.4 999.0 99.0 99.00
