#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2019 03 01 05 30   6  6.0  7.1 99.00 99.00 99.00 999 1018.7  20.4 999.0 999.0 99.0 99.00
2019 03 01 05 36  18  6.5  8.2 99.00 99.00 99.00 999 1018.8  20.5 999.0 999.0 99.0 99.00
2019 03 01 05 42   7  7.4  8.4 99.00 99.00 99.00 999 1018.8  20.4 999.0 999.0 99.0 99.00
2019 03 01 05 48  24  6.2  8.2 99.00 99.00 99.00 999 1018.9  20.4 999.0 999.0 99.0 99.00
2019 03 01 05 54  22  6.3  7.6 99.00 99.00 99.00 999 1019.1  20.4  22.9 999.0 99.0 99.00
2019 03 01 06 00  11  6.7  7.4 99.00 99.00 99.00 999 1019.3  20.4 999.0 999.0 99.0 99.00
2019 03 01 06 06  11  6.7  7.7 99.00 99.00 99.00 999 1019.3  20.5  22.9 999.0 99.0 99.00
2019 03 01 06 12  14  7.2  8.6 99.00 99.00 99.00 999 1019.5  20.5 999.0 999.0 99.0 99.00
2019 03 01 06 18  19  6.3  8.6 99.00 99.00 99.00 999 1019.4  20.5  22.9 999.0 99.0 99.00
2019 03 01 06 24  15  6.5  8.4 99.00 99.00 99.00 999 1019.4  20.6 999.0 999.0 99.0 99.00
2019 03 01 06 30  19  6.3  7.5 99.00 99.00 99.00 999 1019.4  20.5 999.0 999.0 99.0 99.00
2019 03 01 06 36  15  6.4  7.9 99.00 99.00 99.00 999 1019.4  20.5  22.8 999.0 99.0 99.00
2019 03 01 06 42  13  6.0  8.0 99.00 99.00 99.00 999 1019.5  20.5 999.0 999.0 99.0 99.00
2019 03 01 06 48   8  6.1  8.1 99.00 99.00 99.00 999 1019.5  20.6 999.0 999.0 99.0 99.00
2019 03 01 06 54  13  6.2  7.4 99.00 99.00 99.00 999 1019.5  20.5  22.8 999.0 99.0 99.00
2019 03 01 07 00  15  6.4  7.7 99.00 99.00 99.00 999 1019.6  20.5  22.8 999.0 99.0 99.00
2019 03 01 07 06  18  6.0  7.7 99.00 99.00 99.00 999 1019.6  20.6  22.8 999.0 99.0 99.00
2019 03 01 07 12  19  6.6  7.9 99.00 99.00 99.00 999 1019.6  20.4  22.8 999.0 99.0 99.00
2019 03 01 07 18  25  7.1  8.2 99.00 99.00 99.00 999 1019.6  20.6  22.8 999.0 99.0 99.00
2019 03 01 07 24  19  7.1  8.3 99.00 99.00 99.00 999 1019.5  20.4  22.8 999.0 99.0 99.00
2019 03 01 07 30  23  6.7  8.4 99.00 99.00 99.00 999 1019.5  20.5  22.8 999.0 99.0 99.00
2019 03 01 07 36  18  6.4  8.5 99.00 99.00 99.00 999 1019.5  20.4  22.8 999.0 99.0 99.00
2019 03 01 07 42  13  6.1  7.8 99.00 99.00 99.00 999 1019.5  20.4  22.8 999.0 99.0 99.00
2019 03 01 07 48  31  6.3  8.6 99.00 99.00 99.00 999 1019.5  20.3  22.8 999.0 99.0 99.00
2019 03 01 07 54  38  6.0  7.5 99.00 99.00 99.00 999 1019.4  20.4  22.8 999.0 99.0 99.00
2019 03 01 08 00  22  6.7  7.5 99.00 99.00 99.00 999 1019.3  20.3  22.7 999.0 99.0 99.00
2019 03 01 08 06  20  5.4  6.6 99.00 99.00 99.00 999 1019.3  20.3  22.7 999.0 99.0 99.00
2019 03 01 08 12  23  5.4  7.1 99.00 99.00 99.00 999 1019.4  20.3  22.7 999.0 99.0 99.00
2019 03 01 08 18   9  5.7  6.7 99.00 99.00 99.00 999 1019.4  20.5  22.7 999.0 99.0 99.00
2019 03 01 08 24  16  5.4  7.4 99.00 99.00 99.00 999 1019.5  20.4  22.7 999.0 99.0 99.00
2019 03 01 08 30  11  5.9  7.0 99.00 99.00 99.00 999 1019.5  20.5  22.7 999.0 99.0 99.00
2019 03 01 08 36  25  5.2  7.6 99.00 99.00 99.00 999 1019.5  20.4  22.7 999.0 99.0 99.00
2019 03 01 08 42  22  6.4  7.6 99.00 99.00 99.00 999 1019.4  20.4  22.7 999.0 99.0 99.00
2019 03 01 08 48  20  6.0  7.4 99.00 99.00 99.00 999 1019.3  20.4  22.7 999.0 99.0 99.00
2019 03 01 08 54  19  5.7  6.6 99.00 99.00 99.00 999 1019.4  20.4  22.7 999.0 99.0 99.00
2019 03 01 09 00  18  6.2  7.2 99.00 99.00 99.00 999 1019.3  20.4  22.7 999.0 99.0 99.00
2019 03 01 09 06   9  4.7  6.5 99.00 99.00 99.00 999 1019.2  20.3  22.7 999.0 99.0 99.00
2019 03 01 09 12  29  4.9  7.9 99.00 99.00 99.00 999 1019.2  20.3 999.0 999.0 99.0 99.00
2019 03 01 09 18   8  4.8  6.1 99.00 99.00 99.00 999 1019.2  20.4  22.6 999.0 99.0 99.00
2019 03 01 09 24  39  4.8  6.3 99.00 99.00 99.00 999 1019.1  20.3  22.6 999.0 99.0 99.00
2019 03 01 09 30  44  4.0  5.3 99.00 99.00 99.00 999 1019.1  20.3 999.0 999.0 99.0 99.00
2019 03 01 09 36  40  5.1  6.2 99.00 99.00 99.00 999 1018.9  20.2  22.6 999.0 99.0 99.00
2019 03 01 09 42  29  4.3  6.2 99.00 99.00 99.00 999 1018.8  20.3  22.5 999.0 99.0 99.00
2019 03 01 09 48  35  5.1  6.5 99.00 99.00 99.00 999 1018.7  20.3  22.5 999.0 99.0 99.00
2019 03 01 09 54  31  4.7  6.2 99.00 99.00 99.00 999 1018.8  20.3  22.5 999.0 99.0 99.00
2019 03 01 10 00  43  4.7  5.9 99.00 99.00 99.00 999 1018.7  20.1  22.5 999.0 99.0 99.00
2019 03 01 10 06  30  3.9  6.2 99.00 99.00 99.00 999 1018.8  20.3  22.5 999.0 99.0 99.00
2019 03 01 10 12  13  4.7  5.9 99.00 99.00 99.00 999 1018.8  20.3  22.5 999.0 99.0 99.00
2019 03 01 10 18  11  4.8  5.7 99.00 99.00 99.00 999 1018.9  20.2  22.5 999.0 99.0 99.00
2019 03 01 10 24 355  4.7  5.7 99.00 99.00 99.00 999 1019.0  20.3  22.5 999.0 99.0 99.00
2019 03 01 10 30  19  3.8  4.8 99.00 99.00 99.00 999 1018.9  20.3  22.5 999.0 99.0 99.00
2019 03 01 10 36 351  4.1  5.9 99.00 99.00 99.00 999 1018.9  20.2  22.5 999.0 99.0 99.00
2019 03 01 10 42   3  3.7  4.7 99.00 99.00 99.00 999 1018.9  20.3  22.5 999.0 99.0 99.00
2019 03 01 10 48  16  4.0  4.8 99.00 99.00 99.00 999 1018.8  20.3  22.5 999.0 99.0 99.00
2019 03 01 10 54  21  4.1  5.4 99.00 99.00 99.00 999 1018.7  20.3  22.5 999.0 99.0 99.00
2019 03 01 11 00  26  3.6  4.5 99.00 99.00 99.00 999 1018.6  20.3  22.5 999.0 99.0 99.00
2019 03 01 11 06  10  4.3  5.2 99.00 99.00 99.00 999 1018.6  20.3  22.5 999.0 99.0 99.00
2019 03 01 11 12  16  4.8  5.5 99.00 99.00 99.00 999 1018.5  20.3  22.5 999.0 99.0 99.00
2019 03 01 11 18  31  4.7  5.9 99.00 99.00 99.00 999 1018.3  20.2  22.5 999.0 99.0 99.00
2019 03 01 11 24  34  3.1  5.1 99.00 99.00 99.00 999 1018.2  20.1  22.5 999.0 99.0 99.00
2019 03 01 11 30   9  3.2  5.1 99.00 99.00 99.00 999 1018.2  20.1  22.5 999.0 99.0 99.00
2019 03 01 11 36  41  4.9  5.7 99.00 99.00 99.00 999 1018.2  20.1  22.5 999.0 99.0 99.00
2019 03 01 11 42  41  4.7  6.2 99.00 99.00 99.00 999 1018.2  20.0  22.5 999.0 99.0 99.00
2019 03 01 11 48  38  3.7  5.4 99.00 99.00 99.00 999 1018.1  20.0  22.5 999.0 99.0 99.00
2019 03 01 11 54  39  3.3  4.0 99.00 99.00 99.00 999 1018.1  20.0  22.5 999.0 99.0 99.00
2019 03 01 12 00  40  4.2  5.5 99.00 99.00 99.00 999 1017.9  20.2  22.5 999.0 99.0 99.00
2019 03 01 12 06  35  3.9  5.1 99.00 99.00 99.00 999 1017.9  20.3  22.5 999.0 99.0 99.00
2019 03 01 12 12  44  3.9  6.0 99.00 99.00 99.00 999 1017.9  20.1  22.5 999.0 99.0 99.00
2019 03 01 12 18  34  4.4  5.6 99.00 99.00 99.00 999 1017.7  20.2  22.5 999.0 99.0 99.00
2019 03 01 12 24  39  4.3  6.2 99.00 99.00 99.00 999 1017.6  20.2  22.5 999.0 99.0 99.00
2019 03 01 12 30  38  4.8  5.9 99.00 99.00 99.00 999 1017.6  20.2  22.4 999.0 99.0 99.00
2019 03 01 12 36  32  4.8  6.4 99.00 99.00 99.00 999 1017.5  20.2  22.4 999.0 99.0 99.00
2019 03 01 12 42  41  4.7  5.8 99.00 99.00 99.00 999 1017.4  20.2  22.4 999.0 99.0 99.00
2019 03 01 12 48  39  5.2  6.2 99.00 99.00 99.00 999 1017.3  20.3  22.4 999.0 99.0 99.00
2019 03 01 12 54  34  5.6  6.8 99.00 99.00 99.00 999 1017.4  20.3  22.4 999.0 99.0 99.00
2019 03 01 13 00  36  4.9  6.4 99.00 99.00 99.00 999 1017.3  20.3  22.4 999.0 99.0 99.00
2019 03 01 13 06  35  5.6  6.7 99.00 99.00 99.00 999 1017.2  20.3  22.4 999.0 99.0 99.00
2019 03 01 13 12  38  5.1  6.8 99.00 99.00 99.00 999 1017.3  20.2  22.4 999.0 99.0 99.00
2019 03 01 13 18  42  3.7  5.5 99.00 99.00 99.00 999 1017.4  20.2  22.4 999.0 99.0 99.00
2019 03 01 13 24  21  5.9  7.1 99.00 99.00 99.00 999 1017.4  20.3  22.4 999.0 99.0 99.00
2019 03 01 13 30  45  5.9  7.0 99.00 99.00 99.00 999 1017.4  20.2  22.3 999.0 99.0 99.00
2019 03 01 13 36  30  5.4  8.3 99.00 99.00 99.00 999 1017.3  20.2  22.3 999.0 99.0 99.00
2019 03 01 13 42  31  5.5  7.2 99.00 99.00 99.00 999 1017.1  20.3  22.3 999.0 99.0 99.00
2019 03 01 13 48  24  5.2  6.7 99.00 99.00 99.00 999 1017.2  20.2  22.3 999.0 99.0 99.00
2019 03 01 13 54  30  5.3  6.5 99.00 99.00 99.00 999 1017.2  20.2  22.3 999.0 99.0 99.00
2019 03 01 14 00  34  5.3  6.3 99.00 99.00 99.00 999 1017.1  20.1  22.3 999.0 99.0 99.00
2019 03 01 14 06  41  4.8  6.4 99.00 99.00 99.00 999 1017.1  20.1  22.3 999.0 99.0 99.00
2019 03 01 14 12  39  4.8  6.3 99.00 99.00 99.00 999 1017.2  20.0  22.3 999.0 99.0 99.00
2019 03 01 14 18  47  4.2  5.4 99.00 99.00 99.00 999 1017.1  20.0  22.3 999.0 99.0 99.00
2019 03 01 14 24  45  3.9  5.7 99.00 99.00 99.00 999 1017.1  19.9  22.2 999.0 99.0 99.00
2019 03 01 14 30  34  4.2  5.3 99.00 99.00 99.00 999 1017.1  20.2  22.2 999.0 99.0 99.00
2019 03 01 14 36  55  3.7  5.2 99.00 99.00 99.00 999 1017.0  19.6  22.2 999.0 99.0 99.00
2019 03 01 14 42  58  3.8  5.3 99.00 99.00 99.00 999 1017.0  19.6  22.2 999.0 99.0 99.00
2019 03 01 14 48  51  4.1  5.5 99.00 99.00 99.00 999 1017.2  19.6  22.2 999.0 99.0 99.00
2019 03 01 14 54  65  3.7  5.5 99.00 99.00 99.00 999 1017.2  19.7  22.1 999.0 99.0 99.00
2019 03 01 15 00  47  4.0  4.8 99.00 99.00 99.00 999 1017.2  19.8  22.1 999.0 99.0 99.00
2019 03 01 15 06  47  4.0  5.3 99.00 99.00 99.00 999 1017.2  20.0  22.1 999.0 99.0 99.00
2019 03 01 15 12  43  4.6  5.4 99.00 99.00 99.00 999 1017.2  20.0  22.1 999.0 99.0 99.00
2019 03 01 15 18  55  3.8  5.1 99.00 99.00 99.00 999 1017.2  19.8  22.1 999.0 99.0 99.00
2019 03 01 15 24  61  2.5  4.5 99.00 99.00 99.00 999 1017.1  19.6  22.1 999.0 99.0 99.00
2019 03 01 15 30  64  2.6  3.4 99.00 99.00 99.00 999 1017.1  19.4 999.0 999.0 99.0 99.00
2019 03 01 15 36  42  3.6  4.1 99.00 99.00 99.00 999 1017.2  19.9 999.0 999.0 99.0 99.00
2019 03 01 15 42  61  3.9  4.7 99.00 99.00 99.00 999 1017.2  19.5 999.0 999.0 99.0 99.00
2019 03 01 15 48  58  2.9  4.3 99.00 99.00 99.00 999 1017.4  19.6 999.0 999.0 99.0 99.00
2019 03 01 15 54  57  3.2  3.8 99.00 99.00 99.00 999 1017.5  19.5 999.0 999.0 99.0 99.00
2019 03 01 16 00  64  3.0  3.9 99.00 99.00 99.00 999 1017.5  19.7 999.0 999.0 99.0 99.00
2019 03 01 16 06  57  2.9  3.9 99.00 99.00 99.00 999 1017.6  19.6 999.0 999.0 99.0 99.00
2019 03 01 16 12  58  2.9  4.2 99.00 99.00 99.00 999 1017.6  19.8 999.0 999.0 99.0 99.00
2019 03 01 16 18  52  2.1  4.3 99.00 99.00 99.00 999 1017.7  19.9 999.0 999.0 99.0 99.00
2019 03 01 16 24  54  3.7  4.9 99.00 99.00 99.00 999 1017.7  19.9 999.0 999.0 99.0 99.00
2019 03 01 16 30  54  3.8  4.8 99.00 99.00 99.00 999 1017.8  20.1 999.0 999.0 99.0 99.00
2019 03 01 16 36  49  3.0  4.9 99.00 99.00 99.00 999 1017.8  20.0 999.0 999.0 99.0 99.00
2019 03 01 16 42  57  2.6  3.6 99.00 99.00 99.00 999 1017.9  20.0 999.0 999.0 99.0 99.00
2019 03 01 16 48  46  3.1  4.0 99.00 99.00 99.00 999 1018.0  20.1 999.0 999.0 99.0 99.00
2019 03 01 16 54  56  3.1  4.3 99.00 99.00 99.00 999 1018.0  20.1 999.0 999.0 99.0 99.00
2019 03 01 17 00  46  3.3  4.0 99.00 99.00 99.00 999 1018.0  20.1  21.8 999.0 99.0 99.00
2019 03 01 17 06  54  2.9  3.8 99.00 99.00 99.00 999 1018.1  19.9 999.0 999.0 99.0 99.00
2019 03 01 17 12  41  3.2  3.6 99.00 99.00 99.00 999 1018.2  20.1 999.0 999.0 99.0 99.00
2019 03 01 17 18  48  3.3  3.8 99.00 99.00 99.00 999 1018.2  20.2  21.7 999.0 99.0 99.00
2019 03 01 17 24  32  4.0  5.1 99.00 99.00 99.00 999 1018.3  20.3 999.0 999.0 99.0 99.00
2019 03 01 17 30  47  4.0  5.2 99.00 99.00 99.00 999 1018.3  20.2 999.0 999.0 99.0 99.00
2019 03 01 17 36  53  3.5  4.3 99.00 99.00 99.00 999 1018.3  20.2 999.0 999.0 99.0 99.00
2019 03 01 17 42  46  4.0  4.8 99.00 99.00 99.00 999 1018.4  20.2 999.0 999.0 99.0 99.00
2019 03 01 17 48  39  5.9  6.6 99.00 99.00 99.00 999 1018.5  20.1 999.0 999.0 99.0 99.00
2019 03 01 17 54  14  6.0  6.6 99.00 99.00 99.00 999 1018.5  20.0  21.7 999.0 99.0 99.00
2019 03 01 18 00  19  3.4  5.6 99.00 99.00 99.00 999 1018.6  20.1 999.0 999.0 99.0 99.00
2019 03 01 18 06  43  5.1  5.9 99.00 99.00 99.00 999 1018.7  20.3 999.0 999.0 99.0 99.00
2019 03 01 18 12  32  4.7  5.6 99.00 99.00 99.00 999 1018.7  20.3  21.6 999.0 99.0 99.00
2019 03 01 18 18  27  4.4  5.4 99.00 99.00 99.00 999 1018.9  20.3  21.7 999.0 99.0 99.00
2019 03 01 18 24  27  4.2  5.4 99.00 99.00 99.00 999 1019.0  20.3  21.7 999.0 99.0 99.00
2019 03 01 18 30  42  4.1  5.7 99.00 99.00 99.00 999 1019.1  20.3  21.7 999.0 99.0 99.00
2019 03 01 18 36  32  4.5  6.1 99.00 99.00 99.00 999 1019.2  20.2  21.7 999.0 99.0 99.00
2019 03 01 18 42  41  4.4  5.2 99.00 99.00 99.00 999 1019.2  20.3  21.7 999.0 99.0 99.00
2019 03 01 18 48  26  4.9  5.7 99.00 99.00 99.00 999 1019.3  20.3  21.7 999.0 99.0 99.00
2019 03 01 18 54  38  4.3  5.2 99.00 99.00 99.00 999 1019.4  20.3 999.0 999.0 99.0 99.00
2019 03 01 19 00  22  3.8  5.5 99.00 99.00 99.00 999 1019.4  20.3  21.7 999.0 99.0 99.00
2019 03 01 19 06  25  4.2  4.9 99.00 99.00 99.00 999 1019.5  20.4  21.7 999.0 99.0 99.00
2019 03 01 19 12  30  4.8  5.7 99.00 99.00 99.00 999 1019.5  20.3  21.7 999.0 99.0 99.00
2019 03 01 19 18  32  3.7  5.0 99.00 99.00 99.00 999 1019.6  20.4  21.7 999.0 99.0 99.00
2019 03 01 19 24  26  3.7  4.9 99.00 99.00 99.00 999 1019.7  20.4  21.7 999.0 99.0 99.00
2019 03 01 19 30  39  4.6  5.3 99.00 99.00 99.00 999 1019.7  20.4 999.0 999.0 99.0 99.00
2019 03 01 19 36  26  3.3  5.7 99.00 99.00 99.00 999 1019.7  20.4  21.8 999.0 99.0 99.00
2019 03 01 19 42  30  3.9  4.7 99.00 99.00 99.00 999 1019.7  20.5 999.0 999.0 99.0 99.00
2019 03 01 19 48  23  4.1  5.2 99.00 99.00 99.00 999 1019.8  20.3 999.0 999.0 99.0 99.00
2019 03 01 19 54  17  3.9  4.5 99.00 99.00 99.00 999 1019.8  20.4 999.0 999.0 99.0 99.00
2019 03 01 20 00  15  4.2  5.2 99.00 99.00 99.00 999 1019.8  20.4 999.0 999.0 99.0 99.00
2019 03 01 20 06  28  4.2  4.8 99.00 99.00 99.00 999 1019.8  20.3 999.0 999.0 99.0 99.00
2019 03 01 20 12  25  3.9  4.5 99.00 99.00 99.00 999 1019.8  20.5 999.0 999.0 99.0 99.00
2019 03 01 20 18  26  4.2  5.0 99.00 99.00 99.00 999 1019.8  20.4 999.0 999.0 99.0 99.00
2019 03 01 20 24  22  3.6  5.2 99.00 99.00 99.00 999 1019.8  20.5 999.0 999.0 99.0 99.00
2019 03 01 20 30  27  3.6  4.7 99.00 99.00 99.00 999 1019.8  20.5 999.0 999.0 99.0 99.00
2019 03 01 20 36  19  3.4  4.8 99.00 99.00 99.00 999 1019.9  20.6 999.0 999.0 99.0 99.00
2019 03 01 20 42  20  3.9  4.6 99.00 99.00 99.00 999 1019.9  20.6 999.0 999.0 99.0 99.00
2019 03 01 20 48  27  3.4  4.5 99.00 99.00 99.00 999 1019.8  20.6 999.0 999.0 99.0 99.00
2019 03 01 20 54  12  3.5  4.8 99.00 99.00 99.00 999 1019.8  20.7 999.0 999.0 99.0 99.00
2019 03 01 21 00  21  4.0  5.1 99.00 99.00 99.00 999 1019.8  20.6 999.0 999.0 99.0 99.00
2019 03 01 21 06  16  4.2  5.6 99.00 99.00 99.00 999 1019.8  20.7 999.0 999.0 99.0 99.00
2019 03 01 21 12  10  4.2  5.5 99.00 99.00 99.00 999 9999.0  20.8 999.0 999.0 99.0 99.00
2019 03 01 21 18  21  4.1  5.2 99.00 99.00 99.00 999 9999.0  20.6 999.0 999.0 99.0 99.00
2019 03 01 21 24  19  3.7  4.6 99.00 99.00 99.00 999 1019.6  20.6 999.0 999.0 99.0 99.00
2019 03 01 21 30  12  4.2  5.4 99.00 99.00 99.00 999 1019.5  20.9 999.0 999.0 99.0 99.00
2019 03 01 21 36  11  3.0  4.3 99.00 99.00 99.00 999 9999.0  20.8 999.0 999.0 99.0 99.00
2019 03 01 21 42   5  3.0  4.3 99.00 99.00 99.00 999 9999.0  20.8 999.0 999.0 99.0 99.00
2019 03 01 21 48  13  2.9  4.6 99.00 99.00 99.00 999 1019.4  20.7 999.0 999.0 99.0 99.00
2019 03 01 21 54 999 99.0 99.0 99.00 99.00 99.00 999 1019.3 999.0 999.0 999.0 99.0 99.00
2019 03 01 22 00   5  3.5  4.7 99.00 99.00 99.00 999 9999.0  21.0 999.0 999.0 99.0 99.00
2019 03 01 22 06   4  4.6  5.4 99.00 99.00 99.00 999 9999.0  20.9 999.0 999.0 99.0 99.00
2019 03 01 22 12   0  3.9  5.7 99.00 99.00 99.00 999 1019.1  20.9 999.0 999.0 99.0 99.00
2019 03 01 22 18  10  3.9  4.4 99.00 99.00 99.00 999 1018.9  20.9 999.0 999.0 99.0 99.00
2019 03 01 22 24 360  4.1  5.1 99.00 99.00 99.00 999 9999.0  21.0 999.0 999.0 99.0 99.00
2019 03 01 22 30 360  4.0  5.1 99.00 99.00 99.00 999 9999.0  21.0 999.0 999.0 99.0 99.00
2019 03 01 22 36 351  4.3  5.3 99.00 99.00 99.00 999 1018.7  21.1 999.0 999.0 99.0 99.00
2019 03 01 22 42  11  4.0  5.2 99.00 99.00 99.00 999 1018.5  20.8 999.0 999.0 99.0 99.00
2019 03 01 22 48  11  4.0  5.4 99.00 99.00 99.00 999 9999.0  20.9 999.0 999.0 99.0 99.00
