"Bleaching.Score","PLUG.ID","Timepoint","Treatment","Species","Group","SpGroup"
"37",-5.9482184393477,"1415","Time0","Ambient","P. acuta","Time0 Ambient P. acuta","Ambient P. acuta"
"38",9.98986734859916,"3000","Time0","Ambient","P. acuta","Time0 Ambient P. acuta","Ambient P. acuta"
"39",6.69573545171431,"1231","Time0","Ambient","P. acuta","Time0 Ambient P. acuta","Ambient P. acuta"
"40",2.59129298043351,"1092","Time0","Ambient","P. acuta","Time0 Ambient P. acuta","Ambient P. acuta"
"41",-3.39228061311431,"1101","Time0","Ambient","P. acuta","Time0 Ambient P. acuta","Ambient P. acuta"
"42",8.11736405367961,"2978","Time0","Ambient","P. acuta","Time0 Ambient P. acuta","Ambient P. acuta"
"43",10.6310550303416,"1629","Time0","High","M. capitata","Time0 High M. capitata","High M. capitata"
"44",10.5478894690672,"1773","Time0","High","M. capitata","Time0 High M. capitata","High M. capitata"
"45",5.99645059630692,"1726","Time0","High","M. capitata","Time0 High M. capitata","High M. capitata"
"46",10.1130007911116,"1688","Time0","High","M. capitata","Time0 High M. capitata","High M. capitata"
"47",4.30636841601216,"1078","Time0","High","M. capitata","Time0 High M. capitata","High M. capitata"
"48",9.98602024129114,"1591","Time0","High","M. capitata","Time0 High M. capitata","High M. capitata"
"49",8.08726754388495,"2396","Time0","High","M. capitata","Time0 High M. capitata","High M. capitata"
"50",8.25148963602887,"1725","Time0","High","M. capitata","Time0 High M. capitata","High M. capitata"
"51",4.17948983073169,"2411","Time0","High","M. capitata","Time0 High M. capitata","High M. capitata"
"52",7.32122414162235,"1178","Time0","High","M. capitata","Time0 High M. capitata","High M. capitata"
"53",2.63661070328883,"2747","Time0","High","M. capitata","Time0 High M. capitata","High M. capitata"
"54",-0.282993431768587,"1095","Time0","High","M. capitata","Time0 High M. capitata","High M. capitata"
"55",5.24332565278655,"1468","Time0","High","M. capitata","Time0 High M. capitata","High M. capitata"
"56",-9.75112968173349,"2740","Time0","High","M. capitata","Time0 High M. capitata","High M. capitata"
"57",7.34083085260149,"1142","Time0","High","M. capitata","Time0 High M. capitata","High M. capitata"
"58",5.22116481119833,"1717","Time0","High","M. capitata","Time0 High M. capitata","High M. capitata"
"59",2.92821384659371,"2875","Time0","High","M. capitata","Time0 High M. capitata","High M. capitata"
"60",-3.84059437288987,"1624","Time0","High","M. capitata","Time0 High M. capitata","High M. capitata"
"61",1.57509279404483,"2183","Time0","High","M. capitata","Time0 High M. capitata","High M. capitata"
"62",-2.44001776732226,"2023","Time0","High","M. capitata","Time0 High M. capitata","High M. capitata"
"63",-9.45001668724014,"1490","Time0","High","P. acuta","Time0 High P. acuta","High P. acuta"
"64",7.01882604205228,"2995","Time0","High","P. acuta","Time0 High P. acuta","High P. acuta"
"65",10.0216376016347,"1222","Time0","High","P. acuta","Time0 High P. acuta","High P. acuta"
"66",-10.9544968619764,"1600","Time0","High","P. acuta","Time0 High P. acuta","High P. acuta"
"67",8.03070668558258,"1481","Time0","High","P. acuta","Time0 High P. acuta","High P. acuta"
"68",-5.78114430510097,"1215","Time0","High","P. acuta","Time0 High P. acuta","High P. acuta"
"69",2.5750320237822,"1208","Time0","High","P. acuta","Time0 High P. acuta","High P. acuta"
"70",-4.53582385109116,"1586","Time0","High","P. acuta","Time0 High P. acuta","High P. acuta"
"71",-3.91671296537716,"1326","Time0","High","P. acuta","Time0 High P. acuta","High P. acuta"
"72",-10.854290180852,"1216","Time0","High","P. acuta","Time0 High P. acuta","High P. acuta"
"73",-3.27822831707144,"1997","Time0","High","P. acuta","Time0 High P. acuta","High P. acuta"
"74",-9.32443575597514,"1317","Time0","High","P. acuta","Time0 High P. acuta","High P. acuta"
"75",-6.72731498462372,"2391","Time0","High","P. acuta","Time0 High P. acuta","High P. acuta"
"76",-6.70484651659097,"1428","Time0","High","P. acuta","Time0 High P. acuta","High P. acuta"
"77",-6.28254122848389,"1196","Time0","High","P. acuta","Time0 High P. acuta","High P. acuta"
"78",9.83132948038707,"1737","Time0","High","P. acuta","Time0 High P. acuta","High P. acuta"
"79",0.323157532007713,"1454","Time0","High","P. acuta","Time0 High P. acuta","High P. acuta"
"80",5.68247056639726,"2397","Time0","High","P. acuta","Time0 High P. acuta","High P. acuta"
"81",-6.77491167001307,"2192","Time0","High","P. acuta","Time0 High P. acuta","High P. acuta"
"82",9.62865664586863,"1425","Time0","High","P. acuta","Time0 High P. acuta","High P. acuta"
"83",1.49857636648237,"1323","Time0","High","M. capitata","Time0 High M. capitata","High M. capitata"
"84",9.54893453911703,"1063","Time0","High","M. capitata","Time0 High M. capitata","High M. capitata"
"85",-6.81620349205147,"1327","Time0","High","M. capitata","Time0 High M. capitata","High M. capitata"
"86",8.8001613601188,"1338","Time0","High","M. capitata","Time0 High M. capitata","High M. capitata"
"87",9.40776830657122,"2985","Time0","High","M. capitata","Time0 High M. capitata","High M. capitata"
"88",9.56108625021205,"1328","Time0","High","M. capitata","Time0 High M. capitata","High M. capitata"
"89",7.33713566735703,"2306","Time0","High","M. capitata","Time0 High M. capitata","High M. capitata"
"90",6.00764527287992,"1447","Time0","High","M. capitata","Time0 High M. capitata","High M. capitata"
"91",9.61739924983464,"1321","Time0","High","M. capitata","Time0 High M. capitata","High M. capitata"
"92",8.42864206846641,"1587","Time0","High","M. capitata","Time0 High M. capitata","High M. capitata"
"93",4.55081098450728,"1645","Time0","High","M. capitata","Time0 High M. capitata","High M. capitata"
"94",10.5429357358965,"2005","Time0","High","M. capitata","Time0 High M. capitata","High M. capitata"
"95",0.471406913154266,"1730","Time0","High","M. capitata","Time0 High M. capitata","High M. capitata"
"96",-8.5458642228236,"1277","Time0","High","M. capitata","Time0 High M. capitata","High M. capitata"
"97",-8.99070199597834,"1442","Time0","High","M. capitata","Time0 High M. capitata","High M. capitata"
"98",5.35402262125501,"1286","Time0","High","M. capitata","Time0 High M. capitata","High M. capitata"
"99",4.97571521385436,"1341","Time0","High","M. capitata","Time0 High M. capitata","High M. capitata"
"100",-9.02288214037547,"2998","Time0","High","M. capitata","Time0 High M. capitata","High M. capitata"
"101",-5.8079277073662,"2204","Time0","High","M. capitata","Time0 High M. capitata","High M. capitata"
"102",-3.26434021453641,"2750","Time0","High","M. capitata","Time0 High M. capitata","High M. capitata"
"103",5.31826544425594,"1114","Time0","High","P. acuta","Time0 High P. acuta","High P. acuta"
"104",-8.57225947182772,"1060","Time0","High","P. acuta","Time0 High P. acuta","High P. acuta"
"105",-8.89074151845718,"2156","Time0","High","P. acuta","Time0 High P. acuta","High P. acuta"
"106",0.0752963998677915,"2739","Time0","High","P. acuta","Time0 High P. acuta","High P. acuta"
"107",4.12838345025664,"1999","Time0","High","P. acuta","Time0 High P. acuta","High P. acuta"
"108",-8.86412623918035,"1707","Time0","High","P. acuta","Time0 High P. acuta","High P. acuta"
"109",-7.02861042450135,"2855","Time0","High","P. acuta","Time0 High P. acuta","High P. acuta"
"110",-9.78272001135053,"1570","Time0","High","P. acuta","Time0 High P. acuta","High P. acuta"
"111",-10.3510532321706,"2180","Time0","High","P. acuta","Time0 High P. acuta","High P. acuta"
"112",-0.984585036334754,"2866","Time0","High","P. acuta","Time0 High P. acuta","High P. acuta"
"113",-2.90999974725811,"2733","Time0","High","P. acuta","Time0 High P. acuta","High P. acuta"
"114",-6.11051220353739,"2169","Time0","High","P. acuta","Time0 High P. acuta","High P. acuta"
"115",-1.77479151343556,"2552","Time0","High","P. acuta","Time0 High P. acuta","High P. acuta"
"116",-6.60151886221972,"1769","Time0","High","P. acuta","Time0 High P. acuta","High P. acuta"
"117",-10.3579012530811,"1090","Time0","High","P. acuta","Time0 High P. acuta","High P. acuta"
"118",0.792828407618687,"1270","Time0","High","P. acuta","Time0 High P. acuta","High P. acuta"
"119",-8.28480706042792,"2528","Time0","High","P. acuta","Time0 High P. acuta","High P. acuta"
"120",-4.30737253750658,"1579","Time0","High","P. acuta","Time0 High P. acuta","High P. acuta"
"121",-10.4996788991077,"2988","Time0","High","P. acuta","Time0 High P. acuta","High P. acuta"
"122",8.89186372310887,"2511","Time0","High","P. acuta","Time0 High P. acuta","High P. acuta"
"123",10.7553303434508,"1229","Time0","Ambient","M. capitata","Time0 Ambient M. capitata","Ambient M. capitata"
"124",10.7093297836551,"1236","Time0","Ambient","M. capitata","Time0 Ambient M. capitata","Ambient M. capitata"
"125",2.26975056648202,"1736","Time0","Ambient","M. capitata","Time0 Ambient M. capitata","Ambient M. capitata"
"126",2.12037987060602,"1121","Time0","Ambient","M. capitata","Time0 Ambient M. capitata","Ambient M. capitata"
"127",10.6846800248181,"1258","Time0","Ambient","M. capitata","Time0 Ambient M. capitata","Ambient M. capitata"
"128",10.0844874206442,"1157","Time0","Ambient","M. capitata","Time0 Ambient M. capitata","Ambient M. capitata"
"129",9.61070205631762,"2212","Time0","Ambient","M. capitata","Time0 Ambient M. capitata","Ambient M. capitata"
"130",9.44685837217578,"1302","Time0","Ambient","M. capitata","Time0 Ambient M. capitata","Ambient M. capitata"
"131",10.0762805658892,"1775","Time0","Ambient","M. capitata","Time0 Ambient M. capitata","Ambient M. capitata"
"132",9.33354589145516,"1084","Time0","Ambient","M. capitata","Time0 Ambient M. capitata","Ambient M. capitata"
"133",10.1539298904974,"1169","Time0","Ambient","M. capitata","Time0 Ambient M. capitata","Ambient M. capitata"
"134",2.96893276762449,"2172","Time0","Ambient","M. capitata","Time0 Ambient M. capitata","Ambient M. capitata"
"135",10.0594126172001,"1308","Time0","Ambient","M. capitata","Time0 Ambient M. capitata","Ambient M. capitata"
"136",-0.382488228448908,"1243","Time0","Ambient","M. capitata","Time0 Ambient M. capitata","Ambient M. capitata"
"137",6.39691086734149,"1772","Time0","Ambient","M. capitata","Time0 Ambient M. capitata","Ambient M. capitata"
"138",7.45971735719671,"2393","Time0","Ambient","M. capitata","Time0 Ambient M. capitata","Ambient M. capitata"
"139",9.27696788498088,"1426","Time0","Ambient","M. capitata","Time0 Ambient M. capitata","Ambient M. capitata"
"140",4.64201326767342,"1595","Time0","Ambient","M. capitata","Time0 Ambient M. capitata","Ambient M. capitata"
"141",8.5804791202774,"2153","Time0","Ambient","M. capitata","Time0 Ambient M. capitata","Ambient M. capitata"
"142",5.65456928845291,"1609","Time0","Ambient","M. capitata","Time0 Ambient M. capitata","Ambient M. capitata"
"143",2.72821623400745,"1119","Time0","Ambient","P. acuta","Time0 Ambient P. acuta","Ambient P. acuta"
"144",-9.27554019934694,"2388","Time0","Ambient","P. acuta","Time0 Ambient P. acuta","Ambient P. acuta"
"145",4.39374856265217,"1676","Time0","Ambient","P. acuta","Time0 Ambient P. acuta","Ambient P. acuta"
"146",-6.58285655965521,"1588","Time0","Ambient","P. acuta","Time0 Ambient P. acuta","Ambient P. acuta"
"147",-7.46721912778333,"1319","Time0","Ambient","P. acuta","Time0 Ambient P. acuta","Ambient P. acuta"
"148",-8.87734501903361,"1622","Time0","Ambient","P. acuta","Time0 Ambient P. acuta","Ambient P. acuta"
"149",-8.52604500157898,"1583","Time0","Ambient","P. acuta","Time0 Ambient P. acuta","Ambient P. acuta"
"150",-10.6738294266318,"2864","Time0","Ambient","P. acuta","Time0 Ambient P. acuta","Ambient P. acuta"
"151",-10.5933095796838,"1998","Time0","Ambient","P. acuta","Time0 Ambient P. acuta","Ambient P. acuta"
"152",-11.1412616209893,"1181","Time0","Ambient","P. acuta","Time0 Ambient P. acuta","Ambient P. acuta"
"153",-7.87375836668684,"1296","Time0","Ambient","P. acuta","Time0 Ambient P. acuta","Ambient P. acuta"
"154",-8.72552230641838,"1068","Time0","Ambient","P. acuta","Time0 Ambient P. acuta","Ambient P. acuta"
"155",-7.24541787308413,"1212","Time0","Ambient","P. acuta","Time0 Ambient P. acuta","Ambient P. acuta"
"156",-2.90840206065949,"1297","Time0","Ambient","P. acuta","Time0 Ambient P. acuta","Ambient P. acuta"
"157",-7.79974332021658,"1651","Time0","Ambient","P. acuta","Time0 Ambient P. acuta","Ambient P. acuta"
"158",8.75355957673146,"1592","Time0","Ambient","P. acuta","Time0 Ambient P. acuta","Ambient P. acuta"
"159",-9.15054339199692,"1103","Time0","Ambient","P. acuta","Time0 Ambient P. acuta","Ambient P. acuta"
"160",-1.51396251291285,"1044","Time0","Ambient","P. acuta","Time0 Ambient P. acuta","Ambient P. acuta"
"161",2.1550383590227,"2191","Time0","Ambient","P. acuta","Time0 Ambient P. acuta","Ambient P. acuta"
"162",-10.6296545815468,"1115","Time0","Ambient","P. acuta","Time0 Ambient P. acuta","Ambient P. acuta"
"163",10.4697999173299,"2999","Time0","High","M. capitata","Time0 High M. capitata","High M. capitata"
"164",5.40493347369632,"1598","Time0","High","M. capitata","Time0 High M. capitata","High M. capitata"
"165",6.24081630721054,"1307","Time0","High","M. capitata","Time0 High M. capitata","High M. capitata"
"166",5.23922675202463,"2025","Time0","High","M. capitata","Time0 High M. capitata","High M. capitata"
"167",8.01652877042083,"1744","Time0","High","M. capitata","Time0 High M. capitata","High M. capitata"
"168",9.20308441070536,"2019","Time0","High","M. capitata","Time0 High M. capitata","High M. capitata"
"169",9.29188054730994,"1303","Time0","High","M. capitata","Time0 High M. capitata","High M. capitata"
"170",0.317161683437242,"1475","Time0","High","M. capitata","Time0 High M. capitata","High M. capitata"
"171",7.72333775728459,"1239","Time0","High","M. capitata","Time0 High M. capitata","High M. capitata"
"172",5.07177918186577,"2534","Time0","High","M. capitata","Time0 High M. capitata","High M. capitata"
"173",10.0646771447582,"2756","Time0","High","M. capitata","Time0 High M. capitata","High M. capitata"
"174",-8.98716942928521,"1256","Time0","High","M. capitata","Time0 High M. capitata","High M. capitata"
"175",9.27097463868642,"1565","Time0","High","M. capitata","Time0 High M. capitata","High M. capitata"
"176",4.31301022534171,"1294","Time0","High","M. capitata","Time0 High M. capitata","High M. capitata"
"177",8.50087874211823,"1738","Time0","High","M. capitata","Time0 High M. capitata","High M. capitata"
"178",8.2304925977374,"1710","Time0","High","M. capitata","Time0 High M. capitata","High M. capitata"
"179",7.09594199044659,"1418","Time0","High","M. capitata","Time0 High M. capitata","High M. capitata"
"180",3.20113289590328,"1262","Time0","High","M. capitata","Time0 High M. capitata","High M. capitata"
"181",-10.4077941746524,"2058","Time0","High","M. capitata","Time0 High M. capitata","High M. capitata"
"182",-2.37103639254901,"1713","Time0","High","M. capitata","Time0 High M. capitata","High M. capitata"
"183",2.54547177505082,"2878","Time0","High","M. capitata","Time0 High M. capitata","High M. capitata"
"184",-3.2425993313255,"1240","Time0","High","P. acuta","Time0 High P. acuta","High P. acuta"
"185",-1.04586777193963,"2076","Time0","High","P. acuta","Time0 High P. acuta","High P. acuta"
"186",-11.1037384625672,"1232","Time0","High","P. acuta","Time0 High P. acuta","High P. acuta"
"187",1.29345948491839,"2981","Time0","High","P. acuta","Time0 High P. acuta","High P. acuta"
"188",-9.63739306283251,"1751","Time0","High","P. acuta","Time0 High P. acuta","High P. acuta"
"189",0.380253546915409,"1098","Time0","High","P. acuta","Time0 High P. acuta","High P. acuta"
"190",-2.91167898836253,"1580","Time0","High","P. acuta","Time0 High P. acuta","High P. acuta"
"191",-8.37098685998818,"1268","Time0","High","P. acuta","Time0 High P. acuta","High P. acuta"
"192",-11.1245199110554,"1168","Time0","High","P. acuta","Time0 High P. acuta","High P. acuta"
"193",-8.76492662374846,"2409","Time0","High","P. acuta","Time0 High P. acuta","High P. acuta"
"194",-5.67953259858892,"1594","Time0","High","P. acuta","Time0 High P. acuta","High P. acuta"
"195",-10.4601527916506,"1605","Time0","High","P. acuta","Time0 High P. acuta","High P. acuta"
"196",-10.4310133848704,"2001","Time0","High","P. acuta","Time0 High P. acuta","High P. acuta"
"197",-10.8266402911538,"1269","Time0","High","P. acuta","Time0 High P. acuta","High P. acuta"
"198",-8.70866891981709,"1702","Time0","High","P. acuta","Time0 High P. acuta","High P. acuta"
"199",9.19025016190957,"1421","Time0","High","P. acuta","Time0 High P. acuta","High P. acuta"
"200",-3.65461677126199,"1599","Time0","High","P. acuta","Time0 High P. acuta","High P. acuta"
"201",8.64039377431116,"1640","Time0","High","P. acuta","Time0 High P. acuta","High P. acuta"
"202",7.76074544659704,"2744","Time0","High","P. acuta","Time0 High P. acuta","High P. acuta"
"203",1.46106502802452,"2022","Time0","High","P. acuta","Time0 High P. acuta","High P. acuta"
"204",8.71814879117629,"1753","Time0","Ambient","M. capitata","Time0 Ambient M. capitata","Ambient M. capitata"
"205",9.12137715347766,"1052","Time0","Ambient","M. capitata","Time0 Ambient M. capitata","Ambient M. capitata"
"206",9.87425339786279,"2996","Time0","Ambient","M. capitata","Time0 Ambient M. capitata","Ambient M. capitata"
"207",3.2232504087606,"1625","Time0","Ambient","M. capitata","Time0 Ambient M. capitata","Ambient M. capitata"
"208",9.70517915605271,"2210","Time0","Ambient","M. capitata","Time0 Ambient M. capitata","Ambient M. capitata"
"209",3.05540274073018,"1210","Time0","Ambient","M. capitata","Time0 Ambient M. capitata","Ambient M. capitata"
"210",7.0509836806117,"1558","Time0","Ambient","M. capitata","Time0 Ambient M. capitata","Ambient M. capitata"
"211",1.62344486566264,"1427","Time0","Ambient","M. capitata","Time0 Ambient M. capitata","Ambient M. capitata"
"212",5.19003005274405,"1076","Time0","Ambient","M. capitata","Time0 Ambient M. capitata","Ambient M. capitata"
"213",5.13031046006721,"1604","Time0","Ambient","M. capitata","Time0 Ambient M. capitata","Ambient M. capitata"
"214",3.97968164713341,"1633","Time0","Ambient","M. capitata","Time0 Ambient M. capitata","Ambient M. capitata"
"215",1.99181496263383,"1161","Time0","Ambient","M. capitata","Time0 Ambient M. capitata","Ambient M. capitata"
"216",-4.54301855044744,"2413","Time0","Ambient","M. capitata","Time0 Ambient M. capitata","Ambient M. capitata"
"217",3.38682968885036,"1331","Time0","Ambient","M. capitata","Time0 Ambient M. capitata","Ambient M. capitata"
"218",-6.44702231769187,"1462","Time0","Ambient","M. capitata","Time0 Ambient M. capitata","Ambient M. capitata"
"219",5.48892173805991,"2565","Time0","Ambient","M. capitata","Time0 Ambient M. capitata","Ambient M. capitata"
"220",-8.0729826268378,"2874","Time0","Ambient","M. capitata","Time0 Ambient M. capitata","Ambient M. capitata"
"221",-7.62704289572061,"2741","Time0","Ambient","M. capitata","Time0 Ambient M. capitata","Ambient M. capitata"
"222",-2.32247796589819,"1284","Time0","Ambient","M. capitata","Time0 Ambient M. capitata","Ambient M. capitata"
"223",-1.54773494458681,"1603","Time0","Ambient","M. capitata","Time0 Ambient M. capitata","Ambient M. capitata"
"224",9.87412983471353,"1449","Time0","Ambient","P. acuta","Time0 Ambient P. acuta","Ambient P. acuta"
"225",-1.68216306747283,"1156","Time0","Ambient","P. acuta","Time0 Ambient P. acuta","Ambient P. acuta"
"226",-9.30337224403813,"1047","Time0","Ambient","P. acuta","Time0 Ambient P. acuta","Ambient P. acuta"
"227",-6.43133360228164,"1556","Time0","Ambient","P. acuta","Time0 Ambient P. acuta","Ambient P. acuta"
"228",8.02277460782836,"1299","Time0","Ambient","P. acuta","Time0 Ambient P. acuta","Ambient P. acuta"
"229",1.60307413760409,"1577","Time0","Ambient","P. acuta","Time0 Ambient P. acuta","Ambient P. acuta"
"230",-5.75396700858522,"2072","Time0","Ambient","P. acuta","Time0 Ambient P. acuta","Ambient P. acuta"
"231",-11.1753388079926,"1230","Time0","Ambient","P. acuta","Time0 Ambient P. acuta","Ambient P. acuta"
"232",-10.5355545026999,"1445","Time0","Ambient","P. acuta","Time0 Ambient P. acuta","Ambient P. acuta"
"233",-9.80595290604431,"1632","Time0","Ambient","P. acuta","Time0 Ambient P. acuta","Ambient P. acuta"
"234",-5.41892678842672,"3001","Time0","Ambient","P. acuta","Time0 Ambient P. acuta","Ambient P. acuta"
"235",-6.19108644000971,"2854","Time0","Ambient","P. acuta","Time0 Ambient P. acuta","Ambient P. acuta"
"236",-9.88766547656634,"1482","Time0","Ambient","P. acuta","Time0 Ambient P. acuta","Ambient P. acuta"
"237",-7.50099950426467,"2554","Time0","Ambient","P. acuta","Time0 Ambient P. acuta","Ambient P. acuta"
"238",-6.16833532374678,"1310","Time0","Ambient","P. acuta","Time0 Ambient P. acuta","Ambient P. acuta"
"239",4.65842671389006,"2088","Time0","Ambient","P. acuta","Time0 Ambient P. acuta","Ambient P. acuta"
"240",-1.40274337840005,"2194","Time0","Ambient","P. acuta","Time0 Ambient P. acuta","Ambient P. acuta"
"241",7.81805117228067,"2872","Time0","Ambient","P. acuta","Time0 Ambient P. acuta","Ambient P. acuta"
"242",6.20242648023931,"2532","Time0","Ambient","P. acuta","Time0 Ambient P. acuta","Ambient P. acuta"
"243",-0.831972009432846,"1637","Time0","Ambient","P. acuta","Time0 Ambient P. acuta","Ambient P. acuta"
"244",10.5720253845712,"2392","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"245",5.9116219348365,"2734","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"246",9.26277110080775,"1048","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"247",7.40335502753529,"1050","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"248",10.705024210987,"1477","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"249",9.05613983452293,"1570","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"250",5.09953706541283,"1574","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"251",5.49893795694275,"1093","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"252",4.17073960387357,"1639","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"253",9.02200164365272,"1124","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"254",-5.68301750768744,"1539","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"255",-10.9635737833474,"1740","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"256",-11.0035963403126,"1271","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"257",-10.5728601681536,"1544","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"258",-8.53099815011177,"2555","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"259",-9.64244912076791,"2519","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"260",1.31643437405126,"2363","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"261",-5.92023556305938,"1721","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"262",-5.73419910861024,"2530","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"263",3.36093135139741,"2754","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"264",-9.48910108671071,"1535","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"265",-7.66174351709582,"2887","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"266",-10.0002651040443,"1344","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"267",-10.120439369889,"1213","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"268",-9.87955475624328,"1750","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"269",-4.19422067625903,"2540","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"270",-10.2590378837287,"1207","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
