"Bleaching.Score","PLUG.ID","Timepoint","Treatment","Species","Group","SpGroup"
"271",-11.0025394129204,"1278","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"272",-7.84534275865282,"2535","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"273",-8.48264300187186,"2010","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"274",-10.9003129619608,"2009","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"275",-7.88130800112969,"2081","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"276",-0.384579516727064,"1654","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"277",-10.0811797520591,"1079","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"278",-6.37230126536176,"1638","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"279",-7.21605440501233,"1106","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"280",-9.83899124177431,"1415","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"281",-0.531850810463388,"1092","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"282",-10.1106739075973,"3000","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"283",-4.63310594352918,"1231","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"284",-7.86171506454553,"1101","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"285",-10.4787960199043,"2978","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"286",10.5951686789062,"1629","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"287",10.6244401676101,"1773","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"288",3.98435960166427,"1726","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"289",7.9674359434163,"1688","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"290",2.27771834730522,"1078","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"291",9.1312070252001,"1591","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"292",7.18150198287852,"2396","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"293",4.96727586561808,"1725","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"294",9.89921114299249,"2411","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"295",5.94323798128308,"1178","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"296",6.98246268068245,"2747","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"297",2.52206496054227,"1095","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"298",-2.77712300302526,"2740","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"299",7.98066549499059,"1142","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"300",5.69887376137217,"2875","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"301",4.64457127318926,"1624","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"302",3.39353097535054,"2183","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"303",-5.66634938051037,"2023","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"304",-8.14136302903984,"1490","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"305",-4.66375811863583,"2995","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"306",-6.32724325656138,"1222","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"307",-10.3427283507584,"1600","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"308",-2.21220126374706,"1481","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"309",-8.44702002370697,"1215","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"310",-7.46117797711059,"1208","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"311",-10.3341508333909,"1586","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"312",-10.6731583380449,"1326","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"313",-10.4190433798178,"1216","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"314",-2.82127082815375,"1997","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"315",-10.0992186749049,"1317","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"316",-10.8488368021041,"2391","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"317",-10.3065076545071,"1428","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"318",-10.4830230404042,"1196","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"319",8.20002206036649,"1737","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"320",-4.72392386535234,"1454","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"321",-6.62759527122881,"2397","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"322",-4.7957687547772,"2192","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"323",4.02960249242294,"1425","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"324",8.44674705472066,"1323","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"325",7.08843926757544,"1063","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"326",2.01850734319958,"1327","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"327",8.87412736669429,"1338","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"328",8.91119182629848,"2985","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"329",8.99071337474519,"1328","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"330",5.87179081685333,"2306","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"331",2.47379255545855,"1447","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"332",6.89115180150561,"1321","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"333",9.33338477770928,"1587","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"334",9.63255561041601,"1645","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"335",10.5609668527569,"2005","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"336",-1.05947523736185,"1730","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"337",-6.61847043903028,"1277","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"338",-0.665523623984302,"1442","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"339",7.16154896450519,"1286","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"340",0.778715202766763,"1341","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"341",-3.46054229657324,"2998","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"342",2.63878433303835,"2204","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"343",-3.59659050318595,"2750","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"344",-0.871617014164601,"1114","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"345",-11.0571559821716,"1060","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"346",-10.6964185793561,"2156","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"347",-9.27533403594601,"2739","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"348",-8.80532508011949,"1999","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"349",-5.86563348084382,"1707","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"350",-9.22232889292053,"2855","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"351",-10.7021685535845,"1570","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"352",-10.3580300540031,"2180","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"353",-8.91211748541181,"2866","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"354",-3.90185699015192,"2733","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"355",-8.43766166925847,"2169","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"356",-10.4603898698084,"2552","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"357",-9.21731188546295,"1769","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"358",-8.66394114604522,"1090","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"359",-3.08465606289636,"1270","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"360",-5.60186977896176,"2528","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"361",-6.90141602068418,"1579","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"362",-9.65464774960023,"2988","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"363",-5.0187556907957,"2511","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"364",10.6494630940972,"1229","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"365",9.95348563553408,"1236","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"366",2.92186887334565,"1736","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"367",3.33636367514996,"1121","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"368",9.13139462754969,"1258","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"369",9.00217939718945,"2871","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"370",10.1875225389165,"1157","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"371",9.90063240549005,"2212","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"372",9.52112207802567,"1302","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"373",10.1601131940792,"1775","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"374",8.93020541957688,"1084","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"375",10.1372891581925,"1169","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"376",5.68719826652697,"2172","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"377",9.93451643905671,"1308","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"378",3.13045748714121,"1243","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"379",0.381355757501936,"1772","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"380",6.80225336256091,"2393","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"381",9.64125514702288,"1426","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"382",0.817864353101609,"1595","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"383",8.8345363480338,"2153","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"384",3.87413015639259,"1609","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"385",-0.77316845856022,"1119","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"386",-3.42318729818195,"2388","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"387",-4.29386597558764,"1676","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"388",-8.32889909994587,"1588","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"389",-7.10529229754948,"1319","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"390",3.08275425645457,"1622","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"391",-7.56841468061343,"1583","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"392",-10.4156791834974,"2864","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"393",-8.24898786885678,"1998","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"394",-8.0882267812739,"1181","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"395",2.32454139882282,"1296","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"396",-6.77075043505313,"1068","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"397",-7.5982758852648,"1212","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"398",-6.49296012384773,"1297","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"399",-6.61312190594254,"1651","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"400",8.60848586720113,"1592","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"401",-6.0410635017809,"1103","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"402",-8.40173295761937,"1044","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"403",-4.40728022187951,"2191","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"404",-4.89779073454932,"1115","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"405",10.2298601016745,"1598","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"406",6.67111231814803,"2999","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"407",8.46320978986713,"1307","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"408",4.31077648882203,"2025","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"409",7.3239184922274,"1744","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"410",9.85990918251718,"2019","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"411",9.78905072157461,"1303","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"412",-1.81054297384896,"1475","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"413",4.84291012461769,"1239","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"414",-1.93878778335186,"2534","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"415",10.1370881566999,"2756","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"416",1.71193647047544,"1256","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"417",7.76080911022169,"1565","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"418",-0.240729654171736,"1294","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"419",9.96580790860282,"1738","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"420",7.9236428206462,"1710","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"421",6.96587757458371,"1418","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"422",1.8872409808815,"1262","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"423",-9.39462537096129,"2058","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"424",-7.89807714964583,"1713","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"425",6.18056581798068,"2878","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"426",-6.32963931196224,"1240","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"427",-5.76726711529457,"2076","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"428",-10.415996139539,"1232","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"429",-9.44031320900837,"2981","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"430",-7.20936757603291,"1751","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"431",-7.11881596440181,"1098","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"432",-7.29236464262856,"1580","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"433",-9.32485149798857,"1268","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"434",-10.6239874294162,"1168","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"435",-7.95081111241071,"2409","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"436",-8.18064804750861,"1594","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"437",-8.32030089476598,"1605","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"438",-10.6200781662785,"2001","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"439",-8.63712535752077,"1269","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"440",-8.07521406962484,"1702","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"441",-1.49007594348177,"1421","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"442",-8.4017862557834,"1599","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"443",1.38365486388669,"1640","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"444",-5.39221485957314,"2744","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"445",-5.5363766495932,"2022","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"446",5.81661213701322,"1753","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"447",9.58453711153186,"1052","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"448",5.70431278659094,"2996","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"449",2.734377697147,"1625","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"450",7.11220903480487,"2210","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"451",3.35215236100071,"1210","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"452",1.09124173827273,"1558","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"453",-8.05686703550702,"1427","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"454",1.88946194274834,"1076","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"455",0.881132265682379,"1604","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"456",6.51122128993635,"1633","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"457",5.35599977810106,"1161","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"458",-2.32691616127989,"2413","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"459",5.32852053254985,"1331","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"460",-2.81432584726087,"1462","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"461",3.34514575537631,"2565","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"462",-3.61444321858938,"2874","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"463",-4.75244441736001,"2741","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"464",0.697762655869423,"1284","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"465",0.0547847163893344,"1603","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"466",2.52131674582339,"1449","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"467",-6.6783128606544,"1156","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"468",-8.34970433530832,"1047","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"469",-9.70287705510252,"1556","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"470",3.21476079474449,"1299","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"471",-6.66799826923125,"1577","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"472",-8.06328364401623,"2072","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"473",-10.5491575682681,"1230","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"474",-9.52404968237674,"1445","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"475",-9.33487956039142,"1632","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"476",-9.11542755670127,"3001","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"477",-10.1965974480628,"2854","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"478",-9.4513945991677,"1482","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"479",-8.27035420287811,"2554","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"480",-6.02131891128141,"1310","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"481",1.94027128857992,"2088","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"482",-1.82819480232011,"2194","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"483",-3.70147998283296,"2872","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"484",-6.55934475501804,"2532","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"485",-4.72180601004043,"1637","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"486",10.3236220863752,"2392","Time2","Ambient","M. capitata","Time2 Ambient M. capitata","Ambient M. capitata"
"487",7.34647200916151,"2734","Time2","Ambient","M. capitata","Time2 Ambient M. capitata","Ambient M. capitata"
"488",0.0225768796964623,"1050","Time2","Ambient","M. capitata","Time2 Ambient M. capitata","Ambient M. capitata"
"489",6.68738915538853,"1048","Time2","Ambient","M. capitata","Time2 Ambient M. capitata","Ambient M. capitata"
"490",6.40396794881428,"1477","Time2","Ambient","M. capitata","Time2 Ambient M. capitata","Ambient M. capitata"
"491",8.39202827606133,"1570","Time2","Ambient","M. capitata","Time2 Ambient M. capitata","Ambient M. capitata"
"492",5.37168402966573,"1574","Time2","Ambient","M. capitata","Time2 Ambient M. capitata","Ambient M. capitata"
"493",4.39282569307519,"1093","Time2","Ambient","M. capitata","Time2 Ambient M. capitata","Ambient M. capitata"
"494",0.697428379627967,"1639","Time2","Ambient","M. capitata","Time2 Ambient M. capitata","Ambient M. capitata"
"495",6.51569061970904,"1124","Time2","Ambient","M. capitata","Time2 Ambient M. capitata","Ambient M. capitata"
"496",10.1228882809079,"1539","Time2","Ambient","M. capitata","Time2 Ambient M. capitata","Ambient M. capitata"
"497",2.69982714055368,"1740","Time2","Ambient","M. capitata","Time2 Ambient M. capitata","Ambient M. capitata"
"498",-4.04499477389876,"1271","Time2","Ambient","M. capitata","Time2 Ambient M. capitata","Ambient M. capitata"
"499",1.00899423158144,"1544","Time2","Ambient","M. capitata","Time2 Ambient M. capitata","Ambient M. capitata"
"500",5.28555173840765,"2555","Time2","Ambient","M. capitata","Time2 Ambient M. capitata","Ambient M. capitata"
"501",0.27379550190077,"2519","Time2","Ambient","M. capitata","Time2 Ambient M. capitata","Ambient M. capitata"
"502",5.73515976906567,"2363","Time2","Ambient","M. capitata","Time2 Ambient M. capitata","Ambient M. capitata"
"503",1.51702158202281,"1721","Time2","Ambient","M. capitata","Time2 Ambient M. capitata","Ambient M. capitata"
"504",-5.61665182382537,"2530","Time2","Ambient","M. capitata","Time2 Ambient M. capitata","Ambient M. capitata"
"505",6.58422065037026,"2754","Time2","Ambient","M. capitata","Time2 Ambient M. capitata","Ambient M. capitata"
"506",-6.59852799464864,"1535","Time2","Ambient","M. capitata","Time2 Ambient M. capitata","Ambient M. capitata"
"507",-2.91264913123333,"2887","Time2","Ambient","P. acuta","Time2 Ambient P. acuta","Ambient P. acuta"
"508",-6.59301371522454,"1344","Time2","Ambient","P. acuta","Time2 Ambient P. acuta","Ambient P. acuta"
"509",-4.70843848273471,"1213","Time2","Ambient","P. acuta","Time2 Ambient P. acuta","Ambient P. acuta"
"510",-7.2109484139681,"1750","Time2","Ambient","P. acuta","Time2 Ambient P. acuta","Ambient P. acuta"
"511",-2.30349988682345,"2540","Time2","Ambient","P. acuta","Time2 Ambient P. acuta","Ambient P. acuta"
"512",-8.37585008182175,"1207","Time2","Ambient","P. acuta","Time2 Ambient P. acuta","Ambient P. acuta"
"513",-10.7448770877642,"1278","Time2","Ambient","P. acuta","Time2 Ambient P. acuta","Ambient P. acuta"
"514",-8.25071778326291,"2535","Time2","Ambient","P. acuta","Time2 Ambient P. acuta","Ambient P. acuta"
"515",-2.41536346350521,"2010","Time2","Ambient","P. acuta","Time2 Ambient P. acuta","Ambient P. acuta"
"516",-9.67905726539181,"2009","Time2","Ambient","P. acuta","Time2 Ambient P. acuta","Ambient P. acuta"
"517",-4.85233854399593,"2081","Time2","Ambient","P. acuta","Time2 Ambient P. acuta","Ambient P. acuta"
"518",-0.373824283948261,"1654","Time2","Ambient","P. acuta","Time2 Ambient P. acuta","Ambient P. acuta"
"519",-7.90461780683491,"1079","Time2","Ambient","P. acuta","Time2 Ambient P. acuta","Ambient P. acuta"
"520",-8.80514726251576,"1638","Time2","Ambient","P. acuta","Time2 Ambient P. acuta","Ambient P. acuta"
"521",-7.29992939851401,"1106","Time2","Ambient","P. acuta","Time2 Ambient P. acuta","Ambient P. acuta"
"522",-3.99183022801532,"1415","Time2","Ambient","P. acuta","Time2 Ambient P. acuta","Ambient P. acuta"
"523",-1.5516104595648,"1101","Time2","Ambient","P. acuta","Time2 Ambient P. acuta","Ambient P. acuta"
"524",-0.893759178250396,"1092","Time2","Ambient","P. acuta","Time2 Ambient P. acuta","Ambient P. acuta"
"525",-9.08556771317638,"3000","Time2","Ambient","P. acuta","Time2 Ambient P. acuta","Ambient P. acuta"
"526",-2.72480150738604,"1231","Time2","Ambient","P. acuta","Time2 Ambient P. acuta","Ambient P. acuta"
"527",-7.4280745064917,"2978","Time2","Ambient","P. acuta","Time2 Ambient P. acuta","Ambient P. acuta"
"528",10.7193995340521,"1629","Time2","High","M. capitata","Time2 High M. capitata","High M. capitata"
"529",10.6231030975439,"1773","Time2","High","M. capitata","Time2 High M. capitata","High M. capitata"
"530",8.00006109779891,"1726","Time2","High","M. capitata","Time2 High M. capitata","High M. capitata"
"531",5.8349960623815,"1688","Time2","High","M. capitata","Time2 High M. capitata","High M. capitata"
"532",1.01042335447301,"1078","Time2","High","M. capitata","Time2 High M. capitata","High M. capitata"
"533",9.25400393306399,"1591","Time2","High","M. capitata","Time2 High M. capitata","High M. capitata"
"534",4.6646637511584,"2396","Time2","High","M. capitata","Time2 High M. capitata","High M. capitata"
"535",7.70775243111511,"1725","Time2","High","M. capitata","Time2 High M. capitata","High M. capitata"
"536",5.92980158147227,"2411","Time2","High","M. capitata","Time2 High M. capitata","High M. capitata"
"537",6.46698111068766,"1178","Time2","High","M. capitata","Time2 High M. capitata","High M. capitata"
"538",5.5020909935995,"2747","Time2","High","M. capitata","Time2 High M. capitata","High M. capitata"
"539",1.61360919320288,"1095","Time2","High","M. capitata","Time2 High M. capitata","High M. capitata"
"540",-1.405380671894,"2740","Time2","High","M. capitata","Time2 High M. capitata","High M. capitata"
"541",7.56895784573108,"1142","Time2","High","M. capitata","Time2 High M. capitata","High M. capitata"
"542",7.26415101991153,"2875","Time2","High","M. capitata","Time2 High M. capitata","High M. capitata"
"543",6.35981388623957,"1624","Time2","High","M. capitata","Time2 High M. capitata","High M. capitata"
