"Plot Title: Tank 1"
"#","Date Time, GMT-10:00","Temp, °C (LGR S/N: 20444042, SEN S/N: 20444042, LBL: Tank1)","Coupler Detached (LGR S/N: 20444042)","Coupler Attached (LGR S/N: 20444042)","Host Connected (LGR S/N: 20444042)","End Of File (LGR S/N: 20444042)"
136,05/15/19 10:45:00 PM,27.087,,,,
137,05/15/19 11:00:00 PM,27.087,,,,
138,05/15/19 11:15:00 PM,27.063,,,,
139,05/15/19 11:30:00 PM,27.038,,,,
140,05/15/19 11:45:00 PM,27.038,,,,
141,05/16/19 12:00:00 AM,27.014,,,,
142,05/16/19 12:15:00 AM,27.014,,,,
143,05/16/19 12:30:00 AM,26.989,,,,
144,05/16/19 12:45:00 AM,26.989,,,,
145,05/16/19 01:00:00 AM,26.989,,,,
146,05/16/19 01:15:00 AM,26.940,,,,
147,05/16/19 01:30:00 AM,26.940,,,,
148,05/16/19 01:45:00 AM,26.916,,,,
149,05/16/19 02:00:00 AM,26.940,,,,
150,05/16/19 02:15:00 AM,26.940,,,,
151,05/16/19 02:30:00 AM,26.940,,,,
152,05/16/19 02:45:00 AM,26.940,,,,
153,05/16/19 03:00:00 AM,26.916,,,,
154,05/16/19 03:15:00 AM,26.916,,,,
155,05/16/19 03:30:00 AM,26.867,,,,
156,05/16/19 03:45:00 AM,26.867,,,,
157,05/16/19 04:00:00 AM,26.891,,,,
158,05/16/19 04:15:00 AM,26.916,,,,
159,05/16/19 04:30:00 AM,26.965,,,,
160,05/16/19 04:45:00 AM,26.965,,,,
161,05/16/19 05:00:00 AM,26.867,,,,
162,05/16/19 05:15:00 AM,26.744,,,,
163,05/16/19 05:30:00 AM,26.793,,,,
164,05/16/19 05:45:00 AM,26.965,,,,
165,05/16/19 06:00:00 AM,26.989,,,,
166,05/16/19 06:15:00 AM,26.989,,,,
167,05/16/19 06:30:00 AM,26.940,,,,
168,05/16/19 06:45:00 AM,26.965,,,,
169,05/16/19 07:00:00 AM,26.965,,,,
170,05/16/19 07:15:00 AM,26.940,,,,
171,05/16/19 07:30:00 AM,26.891,,,,
172,05/16/19 07:45:00 AM,26.891,,,,
173,05/16/19 08:00:00 AM,26.916,,,,
174,05/16/19 08:15:00 AM,26.940,,,,
175,05/16/19 08:30:00 AM,26.965,,,,
176,05/16/19 08:45:00 AM,26.989,,,,
177,05/16/19 09:00:00 AM,27.063,,,,
178,05/16/19 09:15:00 AM,27.161,,,,
179,05/16/19 09:30:00 AM,27.235,,,,
180,05/16/19 09:45:00 AM,27.235,,,,
181,05/16/19 10:00:00 AM,27.284,,,,
182,05/16/19 10:15:00 AM,27.308,,,,
183,05/16/19 10:30:00 AM,27.308,,,,
184,05/16/19 10:45:00 AM,27.333,,,,
185,05/16/19 11:00:00 AM,27.284,,,,
186,05/16/19 11:15:00 AM,27.210,,,,
187,05/16/19 11:30:00 AM,27.161,,,,
188,05/16/19 11:45:00 AM,27.161,,,,
189,05/16/19 12:00:00 PM,27.210,,,,
190,05/16/19 12:15:00 PM,27.235,,,,
191,05/16/19 12:30:00 PM,27.259,,,,
192,05/16/19 12:45:00 PM,27.308,,,,
193,05/16/19 01:00:00 PM,27.333,,,,
194,05/16/19 01:15:00 PM,27.308,,,,
195,05/16/19 01:30:00 PM,27.308,,,,
196,05/16/19 01:42:37 PM,,,Logged,,
197,05/16/19 01:43:01 PM,,,,Logged,Logged
