"Plot Title: Incubator"
"#","Date Time, GMT-10:00","Temp, °C (LGR S/N: 20444039, SEN S/N: 20444039)","Coupler Detached (LGR S/N: 20444039)","Coupler Attached (LGR S/N: 20444039)","Host Connected (LGR S/N: 20444039)","End Of File (LGR S/N: 20444039)"
1,06/02/19 06:30:00 PM,28.369,Logged,,,
2,06/02/19 06:45:00 PM,26.989,,,,
3,06/02/19 07:00:00 PM,26.598,,,,
4,06/02/19 07:15:00 PM,26.353,,,,
5,06/02/19 07:30:00 PM,26.182,,,,
6,06/02/19 07:45:00 PM,26.085,,,,
7,06/02/19 08:00:00 PM,25.987,,,,
8,06/02/19 08:15:00 PM,25.939,,,,
9,06/02/19 08:30:00 PM,25.914,,,,
10,06/02/19 08:45:00 PM,25.890,,,,
11,06/02/19 09:00:00 PM,25.866,,,,
12,06/02/19 09:15:00 PM,25.866,,,,
13,06/02/19 09:30:00 PM,25.866,,,,
14,06/02/19 09:45:00 PM,25.866,,,,
15,06/02/19 10:00:00 PM,25.866,,,,
16,06/02/19 10:15:00 PM,25.866,,,,
17,06/02/19 10:30:00 PM,25.866,,,,
18,06/02/19 10:45:00 PM,25.866,,,,
19,06/02/19 11:00:00 PM,25.866,,,,
20,06/02/19 11:15:00 PM,25.866,,,,
21,06/02/19 11:30:00 PM,25.866,,,,
22,06/02/19 11:45:00 PM,25.866,,,,
23,06/03/19 12:00:00 AM,25.841,,,,
24,06/03/19 12:15:00 AM,25.841,,,,
25,06/03/19 12:30:00 AM,25.841,,,,
26,06/03/19 12:45:00 AM,25.841,,,,
27,06/03/19 01:00:00 AM,25.817,,,,
28,06/03/19 01:15:00 AM,25.793,,,,
29,06/03/19 01:30:00 AM,25.793,,,,
30,06/03/19 01:45:00 AM,25.793,,,,
31,06/03/19 02:00:00 AM,25.793,,,,
32,06/03/19 02:15:00 AM,25.817,,,,
33,06/03/19 02:30:00 AM,25.817,,,,
34,06/03/19 02:45:00 AM,25.817,,,,
35,06/03/19 03:00:00 AM,25.817,,,,
36,06/03/19 03:15:00 AM,25.817,,,,
37,06/03/19 03:30:00 AM,25.817,,,,
38,06/03/19 03:45:00 AM,25.841,,,,
39,06/03/19 04:00:00 AM,25.841,,,,
40,06/03/19 04:15:00 AM,25.841,,,,
41,06/03/19 04:30:00 AM,25.841,,,,
42,06/03/19 04:45:00 AM,25.841,,,,
43,06/03/19 05:00:00 AM,25.841,,,,
44,06/03/19 05:15:00 AM,25.841,,,,
45,06/03/19 05:30:00 AM,25.841,,,,
46,06/03/19 05:45:00 AM,25.841,,,,
47,06/03/19 06:00:00 AM,25.866,,,,
48,06/03/19 06:15:00 AM,25.866,,,,
49,06/03/19 06:30:00 AM,25.866,,,,
50,06/03/19 06:45:00 AM,25.866,,,,
51,06/03/19 07:00:00 AM,25.866,,,,
52,06/03/19 07:15:00 AM,25.866,,,,
53,06/03/19 07:30:00 AM,25.866,,,,
54,06/03/19 07:45:00 AM,25.866,,,,
55,06/03/19 08:00:00 AM,25.841,,,,
56,06/03/19 08:15:00 AM,25.817,,,,
57,06/03/19 08:30:00 AM,25.793,,,,
58,06/03/19 08:45:00 AM,25.793,,,,
59,06/03/19 09:00:00 AM,25.793,,,,
60,06/03/19 09:15:00 AM,25.793,,,,
61,06/03/19 09:30:00 AM,25.793,,,,
