"Plot Title: Tank 6"
"#","Date Time, GMT-10:00","Temp, °C","Coupler Detached","Coupler Attached","Host Connected","Stopped","End Of File"
1,05/06/19 06:00:00 PM,28.941,Logged,,,,
2,05/06/19 06:15:00 PM,28.916,,,,,
3,05/06/19 06:30:00 PM,28.941,,,,,
4,05/06/19 06:45:00 PM,28.866,,,,,
5,05/06/19 07:00:00 PM,28.866,,,,,
6,05/06/19 07:15:00 PM,28.891,,,,,
7,05/06/19 07:30:00 PM,28.891,,,,,
8,05/06/19 07:45:00 PM,28.816,,,,,
9,05/06/19 08:00:00 PM,28.816,,,,,
10,05/06/19 08:15:00 PM,28.916,,,,,
11,05/06/19 08:30:00 PM,28.866,,,,,
12,05/06/19 08:45:00 PM,28.916,,,,,
13,05/06/19 09:00:00 PM,28.891,,,,,
14,05/06/19 09:15:00 PM,28.990,,,,,
15,05/06/19 09:30:00 PM,28.965,,,,,
16,05/06/19 09:45:00 PM,28.916,,,,,
17,05/06/19 10:00:00 PM,28.965,,,,,
18,05/06/19 10:15:00 PM,28.990,,,,,
19,05/06/19 10:30:00 PM,29.015,,,,,
20,05/06/19 10:45:00 PM,28.941,,,,,
21,05/06/19 11:00:00 PM,28.990,,,,,
22,05/06/19 11:15:00 PM,28.916,,,,,
23,05/06/19 11:30:00 PM,28.866,,,,,
24,05/06/19 11:45:00 PM,28.941,,,,,
25,05/07/19 12:00:00 AM,28.965,,,,,
26,05/07/19 12:15:00 AM,28.965,,,,,
27,05/07/19 12:30:00 AM,28.916,,,,,
28,05/07/19 12:45:00 AM,28.891,,,,,
29,05/07/19 01:00:00 AM,28.891,,,,,
30,05/07/19 01:15:00 AM,28.891,,,,,
31,05/07/19 01:30:00 AM,28.891,,,,,
32,05/07/19 01:45:00 AM,28.891,,,,,
33,05/07/19 02:00:00 AM,28.891,,,,,
34,05/07/19 02:15:00 AM,28.816,,,,,
35,05/07/19 02:30:00 AM,28.791,,,,,
36,05/07/19 02:45:00 AM,28.791,,,,,
37,05/07/19 03:00:00 AM,28.791,,,,,
38,05/07/19 03:15:00 AM,28.766,,,,,
39,05/07/19 03:30:00 AM,28.742,,,,,
40,05/07/19 03:45:00 AM,28.692,,,,,
41,05/07/19 04:00:00 AM,28.692,,,,,
42,05/07/19 04:15:00 AM,28.766,,,,,
43,05/07/19 04:30:00 AM,28.742,,,,,
44,05/07/19 04:45:00 AM,28.717,,,,,
45,05/07/19 05:00:00 AM,28.642,,,,,
46,05/07/19 05:15:00 AM,28.791,,,,,
47,05/07/19 05:30:00 AM,28.493,,,,,
48,05/07/19 05:45:00 AM,28.642,,,,,
49,05/07/19 06:00:00 AM,28.642,,,,,
50,05/07/19 06:15:00 AM,28.617,,,,,
51,05/07/19 06:30:00 AM,28.742,,,,,
52,05/07/19 06:45:00 AM,28.742,,,,,
53,05/07/19 07:00:00 AM,28.742,,,,,
54,05/07/19 07:15:00 AM,28.791,,,,,
55,05/07/19 07:30:00 AM,28.766,,,,,
56,05/07/19 07:45:00 AM,28.766,,,,,
57,05/07/19 08:00:00 AM,28.717,,,,,
58,05/07/19 08:15:00 AM,28.791,,,,,
59,05/07/19 08:30:00 AM,28.841,,,,,
60,05/07/19 08:45:00 AM,28.816,,,,,
61,05/07/19 09:00:00 AM,28.866,,,,,
62,05/07/19 09:15:00 AM,28.866,,,,,
63,05/07/19 09:30:00 AM,28.916,,,,,
64,05/07/19 09:45:00 AM,29.065,,,,,
65,05/07/19 10:00:00 AM,28.965,,,,,
66,05/07/19 10:15:00 AM,29.015,,,,,
67,05/07/19 10:30:00 AM,29.015,,,,,
68,05/07/19 10:45:00 AM,29.115,,,,,
69,05/07/19 11:00:00 AM,29.140,,,,,
70,05/07/19 11:15:00 AM,29.165,,,,,
71,05/07/19 11:30:00 AM,29.215,,,,,
72,05/07/19 11:45:00 AM,29.315,,,,,
73,05/07/19 12:00:00 PM,29.340,,,,,
74,05/07/19 12:15:00 PM,29.414,,,,,
75,05/07/19 12:30:00 PM,29.439,,,,,
76,05/07/19 12:45:00 PM,29.640,,,,,
77,05/07/19 01:00:00 PM,28.147,,,,,
78,05/07/19 01:15:00 PM,27.333,,,,,
79,05/07/19 01:30:00 PM,26.940,,,,,
80,05/07/19 01:45:00 PM,26.769,,,,,
81,05/07/19 02:00:00 PM,26.769,,,,,
82,05/07/19 02:15:00 PM,26.842,,,,,
83,05/07/19 02:30:00 PM,26.916,,,,,
84,05/07/19 02:45:00 PM,26.940,,,,,
85,05/07/19 03:00:00 PM,26.965,,,,,
86,05/07/19 03:15:00 PM,26.965,,,,,
87,05/07/19 03:30:00 PM,26.965,,,,,
88,05/07/19 03:45:00 PM,26.867,,,,,
89,05/07/19 04:00:00 PM,26.598,,,,,
90,05/07/19 04:15:00 PM,26.451,,,,,
91,05/07/19 04:30:00 PM,26.353,,,,,
92,05/07/19 04:45:00 PM,26.256,,,,,
93,05/07/19 05:00:00 PM,26.207,,,,,
94,05/07/19 05:15:00 PM,26.158,,,,,
95,05/07/19 05:30:00 PM,26.109,,,,,
96,05/07/19 05:45:00 PM,26.061,,,,,
97,05/07/19 06:00:00 PM,26.036,,,,,
98,05/07/19 06:15:00 PM,25.987,,,,,
99,05/07/19 06:30:00 PM,25.939,,,,,
100,05/07/19 06:45:00 PM,25.890,,,,,
101,05/07/19 07:00:00 PM,25.866,,,,,
102,05/07/19 07:15:00 PM,25.817,,,,,
103,05/07/19 07:30:00 PM,25.768,,,,,
104,05/07/19 07:45:00 PM,25.720,,,,,
105,05/07/19 08:00:00 PM,25.695,,,,,
106,05/07/19 08:15:00 PM,25.671,,,,,
107,05/07/19 08:30:00 PM,25.623,,,,,
108,05/07/19 08:45:00 PM,25.598,,,,,
109,05/07/19 09:00:00 PM,25.574,,,,,
110,05/07/19 09:15:00 PM,25.574,,,,,
111,05/07/19 09:30:00 PM,25.550,,,,,
112,05/07/19 09:45:00 PM,25.550,,,,,
113,05/07/19 10:00:00 PM,25.550,,,,,
114,05/07/19 10:15:00 PM,25.550,,,,,
115,05/07/19 10:30:00 PM,25.550,,,,,
116,05/07/19 10:45:00 PM,25.550,,,,,
117,05/07/19 11:00:00 PM,25.525,,,,,
118,05/07/19 11:15:00 PM,25.525,,,,,
119,05/07/19 11:30:00 PM,25.501,,,,,
120,05/07/19 11:45:00 PM,25.477,,,,,
121,05/08/19 12:00:00 AM,25.477,,,,,
122,05/08/19 12:15:00 AM,25.477,,,,,
123,05/08/19 12:30:00 AM,25.501,,,,,
124,05/08/19 12:45:00 AM,25.501,,,,,
125,05/08/19 01:00:00 AM,25.501,,,,,
126,05/08/19 01:15:00 AM,25.477,,,,,
127,05/08/19 01:30:00 AM,25.453,,,,,
128,05/08/19 01:45:00 AM,25.453,,,,,
129,05/08/19 02:00:00 AM,25.428,,,,,
130,05/08/19 02:15:00 AM,25.428,,,,,
131,05/08/19 02:30:00 AM,25.428,,,,,
132,05/08/19 02:45:00 AM,25.428,,,,,
133,05/08/19 03:00:00 AM,25.428,,,,,
134,05/08/19 03:15:00 AM,25.428,,,,,
135,05/08/19 03:30:00 AM,25.428,,,,,
136,05/08/19 03:45:00 AM,25.404,,,,,
137,05/08/19 04:00:00 AM,25.428,,,,,
138,05/08/19 04:15:00 AM,25.404,,,,,
139,05/08/19 04:30:00 AM,25.380,,,,,
140,05/08/19 04:45:00 AM,25.380,,,,,
141,05/08/19 05:00:00 AM,25.380,,,,,
142,05/08/19 05:15:00 AM,25.355,,,,,
143,05/08/19 05:30:00 AM,25.355,,,,,
144,05/08/19 05:45:00 AM,25.331,,,,,
145,05/08/19 06:00:00 AM,25.331,,,,,
146,05/08/19 06:15:00 AM,25.307,,,,,
147,05/08/19 06:30:00 AM,25.331,,,,,
148,05/08/19 06:45:00 AM,25.331,,,,,
149,05/08/19 07:00:00 AM,25.331,,,,,
150,05/08/19 07:15:00 AM,25.355,,,,,
151,05/08/19 07:30:00 AM,25.380,,,,,
152,05/08/19 07:45:00 AM,25.404,,,,,
153,05/08/19 08:00:00 AM,25.428,,,,,
154,05/08/19 08:15:00 AM,25.453,,,,,
155,05/08/19 08:30:00 AM,25.477,,,,,
156,05/08/19 08:45:00 AM,25.525,,,,,
157,05/08/19 09:00:00 AM,25.574,,,,,
158,05/08/19 09:15:00 AM,25.623,,,,,
159,05/08/19 09:30:00 AM,25.671,,,,,
160,05/08/19 09:45:00 AM,25.695,,,,,
161,05/08/19 10:00:00 AM,25.744,,,,,
162,05/08/19 10:15:00 AM,25.817,,,,,
163,05/08/19 10:30:00 AM,25.866,,,,,
164,05/08/19 10:45:00 AM,25.914,,,,,
165,05/08/19 11:00:00 AM,25.963,,,,,
166,05/08/19 11:15:00 AM,25.987,,,,,
167,05/08/19 11:30:00 AM,26.012,,,,,
168,05/08/19 11:45:00 AM,26.061,,,,,
169,05/08/19 12:00:00 PM,26.085,,,,,
170,05/08/19 12:15:00 PM,26.134,,,,,
171,05/08/19 12:30:00 PM,26.182,,,,,
172,05/08/19 12:45:00 PM,26.231,,,,,
173,05/08/19 01:00:00 PM,26.256,,,,,
174,05/08/19 01:15:00 PM,26.256,,,,,
175,05/08/19 01:30:00 PM,26.304,,,,,
176,05/08/19 01:45:00 PM,26.304,,,,,
177,05/08/19 02:00:00 PM,26.280,,,,,
178,05/08/19 02:15:00 PM,26.280,,,,,
179,05/08/19 02:30:00 PM,26.329,,,,,
180,05/08/19 02:45:00 PM,26.304,,,,,
181,05/08/19 03:00:00 PM,26.280,,,,,
182,05/08/19 03:15:00 PM,26.256,,,,,
183,05/08/19 03:30:00 PM,26.256,,,,,
184,05/08/19 03:45:00 PM,26.158,,,,,
185,05/08/19 04:00:00 PM,26.109,,,,,
186,05/08/19 04:15:00 PM,25.963,,,,,
187,05/08/19 04:30:00 PM,25.914,,,,,
188,05/08/19 04:45:00 PM,25.841,,,,,
189,05/08/19 05:00:00 PM,25.817,,,,,
190,05/08/19 05:15:00 PM,25.817,,,,,
191,05/08/19 05:30:00 PM,25.866,,,,,
192,05/08/19 05:45:00 PM,25.866,,,,,
193,05/08/19 06:00:00 PM,25.841,,,,,
194,05/08/19 06:15:00 PM,25.841,,,,,
195,05/08/19 06:30:00 PM,25.841,,,,,
196,05/08/19 06:45:00 PM,25.817,,,,,
197,05/08/19 07:00:00 PM,25.817,,,,,
198,05/08/19 07:15:00 PM,25.866,,,,,
199,05/08/19 07:30:00 PM,25.914,,,,,
200,05/08/19 07:45:00 PM,25.914,,,,,
201,05/08/19 08:00:00 PM,25.939,,,,,
202,05/08/19 08:15:00 PM,25.939,,,,,
203,05/08/19 08:30:00 PM,25.939,,,,,
204,05/08/19 08:45:00 PM,25.939,,,,,
205,05/08/19 09:00:00 PM,25.890,,,,,
206,05/08/19 09:15:00 PM,25.914,,,,,
207,05/08/19 09:30:00 PM,25.914,,,,,
208,05/08/19 09:45:00 PM,25.939,,,,,
209,05/08/19 10:00:00 PM,25.914,,,,,
210,05/08/19 10:15:00 PM,25.841,,,,,
211,05/08/19 10:30:00 PM,25.866,,,,,
212,05/08/19 10:45:00 PM,25.914,,,,,
213,05/08/19 11:00:00 PM,25.866,,,,,
214,05/08/19 11:15:00 PM,25.914,,,,,
215,05/08/19 11:30:00 PM,25.963,,,,,
216,05/08/19 11:45:00 PM,25.939,,,,,
217,05/09/19 12:00:00 AM,25.890,,,,,
218,05/09/19 12:15:00 AM,25.939,,,,,
219,05/09/19 12:30:00 AM,25.914,,,,,
220,05/09/19 12:45:00 AM,25.890,,,,,
221,05/09/19 01:00:00 AM,25.841,,,,,
222,05/09/19 01:15:00 AM,25.793,,,,,
223,05/09/19 01:30:00 AM,25.817,,,,,
224,05/09/19 01:45:00 AM,25.866,,,,,
225,05/09/19 02:00:00 AM,25.890,,,,,
226,05/09/19 02:15:00 AM,25.914,,,,,
227,05/09/19 02:30:00 AM,25.939,,,,,
228,05/09/19 02:45:00 AM,25.914,,,,,
229,05/09/19 03:00:00 AM,25.914,,,,,
230,05/09/19 03:15:00 AM,25.939,,,,,
231,05/09/19 03:30:00 AM,25.914,,,,,
232,05/09/19 03:45:00 AM,25.914,,,,,
233,05/09/19 04:00:00 AM,25.890,,,,,
234,05/09/19 04:15:00 AM,25.890,,,,,
235,05/09/19 04:30:00 AM,25.866,,,,,
236,05/09/19 04:45:00 AM,25.866,,,,,
237,05/09/19 05:00:00 AM,25.866,,,,,
238,05/09/19 05:15:00 AM,25.866,,,,,
239,05/09/19 05:30:00 AM,25.817,,,,,
240,05/09/19 05:45:00 AM,25.817,,,,,
241,05/09/19 06:00:00 AM,25.768,,,,,
242,05/09/19 06:15:00 AM,25.817,,,,,
243,05/09/19 06:30:00 AM,25.817,,,,,
244,05/09/19 06:45:00 AM,25.817,,,,,
245,05/09/19 07:00:00 AM,25.793,,,,,
246,05/09/19 07:15:00 AM,25.793,,,,,
247,05/09/19 07:30:00 AM,25.793,,,,,
248,05/09/19 07:45:00 AM,25.793,,,,,
249,05/09/19 08:00:00 AM,25.841,,,,,
250,05/09/19 08:15:00 AM,25.866,,,,,
251,05/09/19 08:30:00 AM,25.914,,,,,
252,05/09/19 08:45:00 AM,25.939,,,,,
253,05/09/19 09:00:00 AM,25.963,,,,,
254,05/09/19 09:15:00 AM,26.012,,,,,
255,05/09/19 09:30:00 AM,26.012,,,,,
256,05/09/19 09:45:00 AM,26.061,,,,,
257,05/09/19 10:00:00 AM,26.085,,,,,
258,05/09/19 10:15:00 AM,26.109,,,,,
259,05/09/19 10:30:00 AM,26.109,,,,,
260,05/09/19 10:45:00 AM,26.085,,,,,
261,05/09/19 11:00:00 AM,26.109,,,,,
262,05/09/19 11:15:00 AM,26.134,,,,,
263,05/09/19 11:30:00 AM,26.158,,,,,
264,05/09/19 11:45:00 AM,26.182,,,,,
265,05/09/19 12:00:00 PM,26.158,,,,,
266,05/09/19 12:15:00 PM,26.182,,,,,
267,05/09/19 12:30:00 PM,26.207,,,,,
268,05/09/19 12:45:00 PM,26.304,,,,,
269,05/09/19 01:00:00 PM,26.475,,,,,
270,05/09/19 01:15:00 PM,26.622,,,,,
